original_feature_name,clean_feature_name
"CC_AMT_BALANCE_MEAN_BIN_Q5_(-2930.2340000000004, 0.0]",CC_AMT_BALANCE_MEAN_BIN_Q5_2930_2340000000004_0_0
"CC_AMT_BALANCE_MEAN_BIN_Q5_(0.0, 246526.26]",CC_AMT_BALANCE_MEAN_BIN_Q5_0_0_246526_26
"CC_AMT_BALANCE_MEAN_BIN_Q5_(0.0, 3892.065]",CC_AMT_BALANCE_MEAN_BIN_Q5_0_0_3892_065
"CC_AMT_BALANCE_MEAN_BIN_Q5_(3892.065, 246526.26]",CC_AMT_BALANCE_MEAN_BIN_Q5_3892_065_246526_26
"CC_AMT_BALANCE_SUM_BIN_Q5_(-126000.001, 0.0]",CC_AMT_BALANCE_SUM_BIN_Q5_126000_001_0_0
"CC_AMT_BALANCE_SUM_BIN_Q5_(-8120.746, 0.0]",CC_AMT_BALANCE_SUM_BIN_Q5_8120_746_0_0
"CC_AMT_BALANCE_SUM_BIN_Q5_(0.0, 103359.051]",CC_AMT_BALANCE_SUM_BIN_Q5_0_0_103359_051
"CC_AMT_BALANCE_SUM_BIN_Q5_(0.0, 7687950.86]",CC_AMT_BALANCE_SUM_BIN_Q5_0_0_7687950_86
"CC_AMT_BALANCE_SUM_BIN_Q5_(103359.051, 7687950.86]",CC_AMT_BALANCE_SUM_BIN_Q5_103359_051_7687950_86
"CC_AMT_DRAWINGS_ATM_CURRENT_SUM_BIN_Q5_(-0.001, 618750.0]",CC_AMT_DRAWINGS_ATM_CURRENT_SUM_BIN_Q5_0_001_618750_0
"CC_AMT_DRAWINGS_CURRENT_MAX_BIN_Q5_(-0.001, 2115000.0]",CC_AMT_DRAWINGS_CURRENT_MAX_BIN_Q5_0_001_2115000_0
"CC_AMT_DRAWINGS_CURRENT_MAX_BIN_Q5_(-0.001, 28145.925]",CC_AMT_DRAWINGS_CURRENT_MAX_BIN_Q5_0_001_28145_925
"CC_AMT_DRAWINGS_CURRENT_MAX_BIN_Q5_(28145.925, 2287098.315]",CC_AMT_DRAWINGS_CURRENT_MAX_BIN_Q5_28145_925_2287098_315
"CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_(-0.001, 45834.99]",CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_0_001_45834_99
"CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_(-17.579, 0.0]",CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_17_579_0_0
"CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_(0.0, 949.373]",CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_0_0_949_373
"CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_(949.373, 45834.99]",CC_AMT_DRAWINGS_CURRENT_MEAN_BIN_Q5_949_373_45834_99
"CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_(-0.001, 918426.94]",CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_0_001_918426_94
"CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_(-1687.501, 0.0]",CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_1687_501_0_0
"CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_(0.0, 45000.0]",CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_0_0_45000_0
"CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_(45000.0, 918426.94]",CC_AMT_DRAWINGS_CURRENT_SUM_BIN_Q5_45000_0_918426_94
"CC_AMT_DRAWINGS_POS_CURRENT_MAX_BIN_Q5_(-0.001, 142418.33]",CC_AMT_DRAWINGS_POS_CURRENT_MAX_BIN_Q5_0_001_142418_33
"CC_AMT_DRAWINGS_POS_CURRENT_MEAN_BIN_Q5_(-0.001, 20801.43]",CC_AMT_DRAWINGS_POS_CURRENT_MEAN_BIN_Q5_0_001_20801_43
"CC_AMT_DRAWINGS_POS_CURRENT_SUM_BIN_Q5_(-0.001, 149554.91]",CC_AMT_DRAWINGS_POS_CURRENT_SUM_BIN_Q5_0_001_149554_91
"CC_AMT_INST_MIN_REGULARITY_MAX_BIN_Q5_(-0.001, 202882.005]",CC_AMT_INST_MIN_REGULARITY_MAX_BIN_Q5_0_001_202882_005
"CC_AMT_INST_MIN_REGULARITY_MAX_BIN_Q5_(-0.001, 2250.0]",CC_AMT_INST_MIN_REGULARITY_MAX_BIN_Q5_0_001_2250_0
"CC_AMT_INST_MIN_REGULARITY_MAX_BIN_Q5_(2250.0, 194198.31]",CC_AMT_INST_MIN_REGULARITY_MAX_BIN_Q5_2250_0_194198_31
"CC_AMT_INST_MIN_REGULARITY_MEAN_BIN_Q5_(-0.001, 12714.68]",CC_AMT_INST_MIN_REGULARITY_MEAN_BIN_Q5_0_001_12714_68
"CC_AMT_INST_MIN_REGULARITY_MEAN_BIN_Q5_(-0.001, 373.458]",CC_AMT_INST_MIN_REGULARITY_MEAN_BIN_Q5_0_001_373_458
"CC_AMT_INST_MIN_REGULARITY_MEAN_BIN_Q5_(373.458, 12714.68]",CC_AMT_INST_MIN_REGULARITY_MEAN_BIN_Q5_373_458_12714_68
"CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_BIN_Q5_(-0.001, 10746.423]",CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_BIN_Q5_0_001_10746_423
"CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_BIN_Q5_(-0.001, 272250.0]",CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_BIN_Q5_0_001_272250_0
"CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_BIN_Q5_(10746.423, 272250.0]",CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_BIN_Q5_10746_423_272250_0
