,column,count,missing_count_x,missing_pct,min_value,max_value,range_value,mean_value,median_value,std_dev,coef_of_variation,p25,p75,iqr_x,skewness_x,kurtosis_x,zero_count,negative_count,q1_x,q3_x,iqr_y,lower_bound,upper_bound,outlier_count_x,outlier_percentage,dtype,non_null_count,missing_count_y,missing_rate,unique_count,mean,median,std,min,q1_y,q3_y,max,iqr,skewness_y,kurtosis_y,outlier_count_y,outlier_rate,skew_label,variance_flag,normality_pvalue,normality_label
421,PREV_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0006,0.0,0.0164,26.1597,0.0,0.0,0.0,41.5252,2149.0087,290249,0,0.0,0.0,0.0,0.0,0.0,808,0.2776,float64,291057,16454,0.0535,57,0.0006,0.0,0.0164,0.0,0.0,0.0,1.0,0.0,41.5255,2149.0457,0,0.0,highly_skewed,variable,0.0,non_normal
422,PREV_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0,0.0,0.0021,231.4343,0.0,0.0,0.0,375.1749,165498.764,291046,0,0.0,0.0,0.0,0.0,0.0,11,0.0038,float64,291057,16454,0.0535,7,0.0,0.0,0.0021,0.0,0.0,0.0,1.0,0.0,375.1768,165501.6072,0,0.0,highly_skewed,variable,0.0,non_normal
423,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0115,0.0,0.0702,6.0923,0.0,0.0,0.0,9.2893,106.2414,277205,0,0.0,0.0,0.0,0.0,0.0,13852,4.7592,float64,291057,16454,0.0535,185,0.0115,0.0,0.0702,0.0,0.0,0.0,1.0,0.0,9.2893,106.2432,0,0.0,highly_skewed,variable,0.0,non_normal
424,PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0046,0.0,0.0452,9.8307,0.0,0.0,0.0,15.0749,278.3473,285462,0,0.0,0.0,0.0,0.0,0.0,5595,1.9223,float64,291057,16454,0.0535,126,0.0046,0.0,0.0452,0.0,0.0,0.0,1.0,0.0,15.075,278.3521,0,0.0,highly_skewed,variable,0.0,non_normal
425,PREV_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0005,0.0,0.0148,29.5605,0.0,0.0,0.0,46.8937,2721.6524,290410,0,0.0,0.0,0.0,0.0,0.0,647,0.2223,float64,291057,16454,0.0535,57,0.0005,0.0,0.0148,0.0,0.0,0.0,1.0,0.0,46.8939,2721.6992,0,0.0,highly_skewed,variable,0.0,non_normal
426,PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.6829,0.75,0.3201,0.4688,0.4286,1.0,0.5714,-0.5015,-1.0424,11403,0,0.4286,1.0,0.5714,-0.4286,1.8571,0,0.0,float64,291057,16454,0.0535,407,0.6829,0.75,0.3201,0.0,0.4286,1.0,1.0,0.5714,-0.5015,-1.0424,0,0.0,moderately_skewed,variable,0.0,non_normal
427,PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.2829,0.25,0.2988,1.0563,0.0,0.5,0.5,0.5992,-0.8832,126662,0,0.0,0.5,0.5,-0.75,1.25,0,0.0,float64,291057,16454,0.0535,414,0.2829,0.25,0.2988,0.0,0.0,0.5,1.0,0.5,0.5992,-0.8832,0,0.0,moderately_skewed,variable,0.0,non_normal
428,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
429,PREV_NAME_CLIENT_TYPE_New_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.3504,0.25,0.3417,0.9753,0.1,0.5,0.4,0.9641,-0.394,53953,0,0.1,0.5,0.4,-0.5,1.1,0,0.0,float64,291057,16454,0.0535,161,0.3504,0.25,0.3417,0.0,0.1,0.5,1.0,0.4,0.9641,-0.394,0,0.0,moderately_skewed,variable,0.0,non_normal
430,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.1002,0.0,0.2116,2.1117,0.0,0.0909,0.0909,2.4732,5.9874,214352,0,0.0,0.0909,0.0909,-0.1364,0.2273,50864,17.4756,float64,291057,16454,0.0535,168,0.1002,0.0,0.2116,0.0,0.0,0.0909,1.0,0.0909,2.4732,5.9875,50864,0.1748,highly_skewed,variable,0.0,non_normal
431,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.5484,0.6667,0.354,0.6455,0.25,0.8333,0.5833,-0.532,-1.1728,70447,0,0.25,0.8333,0.5833,-0.625,1.7083,0,0.0,float64,291057,16454,0.0535,219,0.5484,0.6667,0.354,0.0,0.25,0.8333,1.0,0.5833,-0.532,-1.1728,0,0.0,moderately_skewed,variable,0.0,non_normal
432,PREV_NAME_CLIENT_TYPE_XNA_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0009,0.0,0.0193,20.4968,0.0,0.0,0.0,28.6333,1027.6727,289968,0,0.0,0.0,0.0,0.0,0.0,1089,0.3742,float64,291057,16454,0.0535,77,0.0009,0.0,0.0193,0.0,0.0,0.0,1.0,0.0,28.6335,1027.6904,0,0.0,highly_skewed,variable,0.0,non_normal
433,PREV_NAME_CLIENT_TYPE_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
434,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.7489,0.8,0.2623,0.3503,0.5,1.0,0.5,-0.5785,-0.8786,992,0,0.5,1.0,0.5,-0.25,1.75,0,0.0,float64,291057,16454,0.0535,362,0.7489,0.8,0.2623,0.0,0.5,1.0,1.0,0.5,-0.5785,-0.8786,0,0.0,moderately_skewed,variable,0.0,non_normal
435,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.1251,0.0,0.187,1.4941,0.0,0.25,0.25,1.3383,0.8474,180331,0,0.0,0.25,0.25,-0.375,0.625,4716,1.6203,float64,291057,16454,0.0535,362,0.1251,0.0,0.187,0.0,0.0,0.25,1.0,0.25,1.3383,0.8475,4716,0.0162,highly_skewed,variable,0.0,non_normal
436,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.1109,0.0,0.1843,1.6623,0.0,0.2,0.2,1.7248,2.4479,190763,0,0.0,0.2,0.2,-0.3,0.5,11158,3.8336,float64,291057,16454,0.0535,397,0.1109,0.0,0.1843,0.0,0.0,0.2,1.0,0.2,1.7248,2.4479,11158,0.0383,highly_skewed,variable,0.0,non_normal
437,PREV_NAME_CONTRACT_STATUS_Unused offer_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0151,0.0,0.0691,4.5734,0.0,0.0,0.0,6.0974,47.0951,272024,0,0.0,0.0,0.0,0.0,0.0,19033,6.5393,float64,291057,16454,0.0535,118,0.0151,0.0,0.0691,0.0,0.0,0.0,1.0,0.0,6.0974,47.096,0,0.0,highly_skewed,variable,0.0,non_normal
438,PREV_NAME_CONTRACT_STATUS_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
439,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.3171,0.25,0.3201,1.0097,0.0,0.5714,0.5714,0.5015,-1.0424,119675,0,0.0,0.5714,0.5714,-0.8571,1.4286,0,0.0,float64,291057,16454,0.0535,407,0.3171,0.25,0.3201,0.0,0.0,0.5714,1.0,0.5714,0.5015,-1.0424,0,0.0,moderately_skewed,variable,0.0,non_normal
440,PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.5845,0.5,0.3505,0.5997,0.2857,1.0,0.7143,-0.1099,-1.3841,22034,0,0.2857,1.0,0.7143,-0.7857,2.0714,0,0.0,float64,291057,16454,0.0535,377,0.5845,0.5,0.3505,0.0,0.2857,1.0,1.0,0.7143,-0.1099,-1.3841,0,0.0,approximately_symmetric,variable,0.0,non_normal
441,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0983,0.0,0.1697,1.7269,0.0,0.1667,0.1667,2.1552,5.3549,186998,0,0.0,0.1667,0.1667,-0.25,0.4167,19076,6.554,float64,291057,16454,0.0535,278,0.0983,0.0,0.1697,0.0,0.0,0.1667,1.0,0.1667,2.1552,5.355,19076,0.0655,highly_skewed,variable,0.0,non_normal
442,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,291057,16454,5.3507,0.0,0.6667,0.6667,0.0002,0.0,0.007,39.2123,0.0,0.0,0.0,52.2272,3266.0429,290773,0,0.0,0.0,0.0,0.0,0.0,284,0.0976,float64,291057,16454,0.0535,40,0.0002,0.0,0.007,0.0,0.0,0.0,0.6667,0.0,52.2275,3266.0991,0,0.0,highly_skewed,variable,0.0,non_normal
443,PREV_NAME_CONTRACT_TYPE_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
444,PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0001,0.0,0.0073,70.0421,0.0,0.0,0.0,100.1177,11935.5333,290957,0,0.0,0.0,0.0,0.0,0.0,100,0.0344,float64,291057,16454,0.0535,21,0.0001,0.0,0.0073,0.0,0.0,0.0,1.0,0.0,100.1183,11935.7383,0,0.0,highly_skewed,variable,0.0,non_normal
445,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,291057,16454,5.3507,0.0,0.3333,0.3333,0.0,0.0,0.0006,539.497,0.0,0.0,0.0,539.4942,291052.0,291056,0,0.0,0.0,0.0,0.0,0.0,1,0.0003,float64,291057,16454,0.0535,2,0.0,0.0,0.0006,0.0,0.0,0.0,0.3333,0.0,539.497,291057.0,0,0.0,highly_skewed,variable,0.0,non_normal
446,PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0786,0.0,0.1912,2.4337,0.0,0.0,0.0,3.2367,11.2544,222680,0,0.0,0.0,0.0,0.0,0.0,68377,23.4926,float64,291057,16454,0.0535,182,0.0786,0.0,0.1912,0.0,0.0,0.0,1.0,0.0,3.2368,11.2546,0,0.0,highly_skewed,variable,0.0,non_normal
447,PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.006,0.0,0.0575,9.5557,0.0,0.0,0.0,13.0405,195.9136,285728,0,0.0,0.0,0.0,0.0,0.0,5329,1.8309,float64,291057,16454,0.0535,84,0.006,0.0,0.0575,0.0,0.0,0.0,1.0,0.0,13.0406,195.917,0,0.0,highly_skewed,variable,0.0,non_normal
448,PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0214,0.0,0.1125,5.2681,0.0,0.0,0.0,6.8328,51.2972,274365,0,0.0,0.0,0.0,0.0,0.0,16692,5.735,float64,291057,16454,0.0535,126,0.0214,0.0,0.1125,0.0,0.0,0.0,1.0,0.0,6.8328,51.2981,0,0.0,highly_skewed,variable,0.0,non_normal
449,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0852,0.0,0.203,2.3818,0.0,0.0,0.0,3.0664,9.7446,220947,0,0.0,0.0,0.0,0.0,0.0,70110,24.0881,float64,291057,16454,0.0535,193,0.0852,0.0,0.203,0.0,0.0,0.0,1.0,0.0,3.0664,9.7448,0,0.0,highly_skewed,variable,0.0,non_normal
450,PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0218,0.0,0.1117,5.126,0.0,0.0,0.0,6.7661,50.7702,273199,0,0.0,0.0,0.0,0.0,0.0,17858,6.1356,float64,291057,16454,0.0535,117,0.0218,0.0,0.1117,0.0,0.0,0.0,1.0,0.0,6.7661,50.7711,0,0.0,highly_skewed,variable,0.0,non_normal
451,PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0973,0.0,0.2135,2.1944,0.0,0.1,0.1,2.8134,8.0686,210886,0,0.0,0.1,0.1,-0.15,0.25,37422,12.8573,float64,291057,16454,0.0535,183,0.0973,0.0,0.2135,0.0,0.0,0.1,1.0,0.1,2.8135,8.0687,37422,0.1286,highly_skewed,variable,0.0,non_normal
452,PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0004,0.0,0.0158,40.5559,0.0,0.0,0.0,52.3915,3055.2893,290765,0,0.0,0.0,0.0,0.0,0.0,292,0.1003,float64,291057,16454,0.0535,29,0.0004,0.0,0.0158,0.0,0.0,0.0,1.0,0.0,52.3918,3055.3418,0,0.0,highly_skewed,variable,0.0,non_normal
453,PREV_NAME_GOODS_CATEGORY_Education_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0002,0.0,0.011,73.2579,0.0,0.0,0.0,83.5059,7303.8027,290978,0,0.0,0.0,0.0,0.0,0.0,79,0.0271,float64,291057,16454,0.0535,20,0.0002,0.0,0.011,0.0,0.0,0.0,1.0,0.0,83.5064,7303.9281,0,0.0,highly_skewed,variable,0.0,non_normal
454,PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0003,0.0,0.0145,52.353,0.0,0.0,0.0,61.0281,3971.8511,290905,0,0.0,0.0,0.0,0.0,0.0,152,0.0522,float64,291057,16454,0.0535,23,0.0003,0.0,0.0145,0.0,0.0,0.0,1.0,0.0,61.0284,3971.9194,0,0.0,highly_skewed,variable,0.0,non_normal
455,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0463,0.0,0.1594,3.4443,0.0,0.0,0.0,4.4582,21.3769,254036,0,0.0,0.0,0.0,0.0,0.0,37021,12.7195,float64,291057,16454,0.0535,130,0.0463,0.0,0.1594,0.0,0.0,0.0,1.0,0.0,4.4582,21.3773,0,0.0,highly_skewed,variable,0.0,non_normal
456,PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0024,0.0,0.0376,15.3753,0.0,0.0,0.0,20.9027,497.9204,288948,0,0.0,0.0,0.0,0.0,0.0,2109,0.7246,float64,291057,16454,0.0535,53,0.0024,0.0,0.0376,0.0,0.0,0.0,1.0,0.0,20.9028,497.9289,0,0.0,highly_skewed,variable,0.0,non_normal
457,PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0049,0.0,0.0558,11.3363,0.0,0.0,0.0,14.7454,240.3458,287195,0,0.0,0.0,0.0,0.0,0.0,3862,1.3269,float64,291057,16454,0.0535,68,0.0049,0.0,0.0558,0.0,0.0,0.0,1.0,0.0,14.7455,240.35,0,0.0,highly_skewed,variable,0.0,non_normal
458,PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
459,PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0,0.0,0.0045,110.3021,0.0,0.0,0.0,175.1699,36428.3549,291009,0,0.0,0.0,0.0,0.0,0.0,48,0.0165,float64,291057,16454,0.0535,20,0.0,0.0,0.0045,0.0,0.0,0.0,1.0,0.0,175.1708,36428.9807,0,0.0,highly_skewed,variable,0.0,non_normal
460,PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.005,0.0,0.0529,10.6162,0.0,0.0,0.0,14.4633,239.6313,286642,0,0.0,0.0,0.0,0.0,0.0,4415,1.5169,float64,291057,16454,0.0535,81,0.005,0.0,0.0529,0.0,0.0,0.0,1.0,0.0,14.4634,239.6355,0,0.0,highly_skewed,variable,0.0,non_normal
461,PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0044,0.0,0.0549,12.594,0.0,0.0,0.0,15.4926,259.967,288192,0,0.0,0.0,0.0,0.0,0.0,2865,0.9843,float64,291057,16454,0.0535,62,0.0044,0.0,0.0549,0.0,0.0,0.0,1.0,0.0,15.4927,259.9715,0,0.0,highly_skewed,variable,0.0,non_normal
462,PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0018,0.0,0.0354,19.5879,0.0,0.0,0.0,24.2417,637.966,289858,0,0.0,0.0,0.0,0.0,0.0,1199,0.4119,float64,291057,16454,0.0535,37,0.0018,0.0,0.0354,0.0,0.0,0.0,1.0,0.0,24.2418,637.977,0,0.0,highly_skewed,variable,0.0,non_normal
463,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.1741,0.0,0.2763,1.5867,0.0,0.25,0.25,1.7779,2.3807,167106,0,0.0,0.25,0.25,-0.375,0.625,24380,8.3764,float64,291057,16454,0.0535,232,0.1741,0.0,0.2763,0.0,0.0,0.25,1.0,0.25,1.7779,2.3808,24380,0.0838,highly_skewed,variable,0.0,non_normal
464,PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0017,0.0,0.0284,16.6025,0.0,0.0,0.0,24.5201,731.4362,289208,0,0.0,0.0,0.0,0.0,0.0,1849,0.6353,float64,291057,16454,0.0535,55,0.0017,0.0,0.0284,0.0,0.0,0.0,1.0,0.0,24.5202,731.4487,0,0.0,highly_skewed,variable,0.0,non_normal
465,PREV_NAME_GOODS_CATEGORY_Other_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0019,0.0,0.0277,14.9348,0.0,0.0,0.0,22.9703,671.8958,288832,0,0.0,0.0,0.0,0.0,0.0,2225,0.7645,float64,291057,16454,0.0535,47,0.0019,0.0,0.0277,0.0,0.0,0.0,1.0,0.0,22.9704,671.9074,0,0.0,highly_skewed,variable,0.0,non_normal
466,PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0186,0.0,0.0923,4.9635,0.0,0.0,0.0,7.2248,62.7806,271729,0,0.0,0.0,0.0,0.0,0.0,19328,6.6406,float64,291057,16454,0.0535,108,0.0186,0.0,0.0923,0.0,0.0,0.0,1.0,0.0,7.2248,62.7817,0,0.0,highly_skewed,variable,0.0,non_normal
467,PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0025,0.0,0.0373,14.7349,0.0,0.0,0.0,20.616,491.3279,288681,0,0.0,0.0,0.0,0.0,0.0,2376,0.8163,float64,291057,16454,0.0535,54,0.0025,0.0,0.0373,0.0,0.0,0.0,1.0,0.0,20.6161,491.3363,0,0.0,highly_skewed,variable,0.0,non_normal
468,PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0016,0.0,0.0336,20.9218,0.0,0.0,0.0,25.4923,703.2594,290027,0,0.0,0.0,0.0,0.0,0.0,1030,0.3539,float64,291057,16454,0.0535,55,0.0016,0.0,0.0336,0.0,0.0,0.0,1.0,0.0,25.4925,703.2715,0,0.0,highly_skewed,variable,0.0,non_normal
469,PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0031,0.0,0.0431,13.7289,0.0,0.0,0.0,18.3697,382.282,288471,0,0.0,0.0,0.0,0.0,0.0,2586,0.8885,float64,291057,16454,0.0535,54,0.0031,0.0,0.0431,0.0,0.0,0.0,1.0,0.0,18.3698,382.2886,0,0.0,highly_skewed,variable,0.0,non_normal
470,PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0001,0.0,0.0061,92.6069,0.0,0.0,0.0,125.5929,18132.2638,290999,0,0.0,0.0,0.0,0.0,0.0,58,0.0199,float64,291057,16454,0.0535,20,0.0001,0.0,0.0061,0.0,0.0,0.0,1.0,0.0,125.5936,18132.5753,0,0.0,highly_skewed,variable,0.0,non_normal
471,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.4203,0.5,0.351,0.8351,0.0,0.7273,0.7273,0.0896,-1.3877,94441,0,0.0,0.7273,0.7273,-1.0909,1.8182,0,0.0,float64,291057,16454,0.0535,374,0.4203,0.5,0.351,0.0,0.0,0.7273,1.0,0.7273,0.0896,-1.3877,0,0.0,approximately_symmetric,variable,0.0,non_normal
472,PREV_NAME_GOODS_CATEGORY_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
473,PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.6815,0.7,0.3015,0.4425,0.5,1.0,0.5,-0.5979,-0.5805,16970,0,0.5,1.0,0.5,-0.25,1.75,0,0.0,float64,291057,16454,0.0535,423,0.6815,0.7,0.3015,0.0,0.5,1.0,1.0,0.5,-0.5979,-0.5805,0,0.0,moderately_skewed,variable,0.0,non_normal
474,PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0007,0.0,0.0177,25.1395,0.0,0.0,0.0,38.9964,1876.2316,290200,0,0.0,0.0,0.0,0.0,0.0,857,0.2944,float64,291057,16454,0.0535,52,0.0007,0.0,0.0177,0.0,0.0,0.0,1.0,0.0,38.9966,1876.2639,0,0.0,highly_skewed,variable,0.0,non_normal
475,PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0061,0.0,0.0565,9.2506,0.0,0.0,0.0,12.8692,193.6457,285333,0,0.0,0.0,0.0,0.0,0.0,5724,1.9666,float64,291057,16454,0.0535,98,0.0061,0.0,0.0565,0.0,0.0,0.0,1.0,0.0,12.8693,193.649,0,0.0,highly_skewed,variable,0.0,non_normal
476,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.3117,0.2857,0.2987,0.9583,0.0,0.5,0.5,0.6203,-0.5402,102726,0,0.0,0.5,0.5,-0.75,1.25,0,0.0,float64,291057,16454,0.0535,412,0.3117,0.2857,0.2987,0.0,0.0,0.5,1.0,0.5,0.6203,-0.5402,0,0.0,moderately_skewed,variable,0.0,non_normal
477,PREV_NAME_PAYMENT_TYPE_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
478,PREV_NAME_PORTFOLIO_Cards_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0783,0.0,0.1428,1.824,0.0,0.125,0.125,2.5756,9.159,193341,0,0.0,0.125,0.125,-0.1875,0.3125,24614,8.4568,float64,291057,16454,0.0535,226,0.0783,0.0,0.1428,0.0,0.0,0.125,1.0,0.125,2.5756,9.1591,24614,0.0846,highly_skewed,variable,0.0,non_normal
479,PREV_NAME_PORTFOLIO_Cars_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.0003,0.0,0.0124,39.015,0.0,0.0,0.0,53.4943,3466.1274,290760,0,0.0,0.0,0.0,0.0,0.0,297,0.102,float64,291057,16454,0.0535,34,0.0003,0.0,0.0124,0.0,0.0,0.0,1.0,0.0,53.4946,3466.1869,0,0.0,highly_skewed,variable,0.0,non_normal
480,PREV_NAME_PORTFOLIO_Cash_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.2073,0.1111,0.255,1.2305,0.0,0.3333,0.3333,1.1401,0.627,141856,0,0.0,0.3333,0.3333,-0.5,0.8333,8298,2.851,float64,291057,16454,0.0535,414,0.2073,0.1111,0.255,0.0,0.0,0.3333,1.0,0.3333,1.1401,0.627,8298,0.0285,highly_skewed,variable,0.0,non_normal
481,PREV_NAME_PORTFOLIO_POS_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.5637,0.5,0.3484,0.6181,0.25,1.0,0.75,-0.0172,-1.3674,23107,0,0.25,1.0,0.75,-0.875,2.125,0,0.0,float64,291057,16454,0.0535,364,0.5637,0.5,0.3484,0.0,0.25,1.0,1.0,0.75,-0.0172,-1.3674,0,0.0,approximately_symmetric,variable,0.0,non_normal
482,PREV_NAME_PORTFOLIO_XNA_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.1505,0.0,0.2009,1.3351,0.0,0.2941,0.2941,1.1063,0.2552,163434,0,0.0,0.2941,0.2941,-0.4412,0.7353,2043,0.7019,float64,291057,16454,0.0535,390,0.1505,0.0,0.2009,0.0,0.0,0.2941,1.0,0.2941,1.1063,0.2552,2043,0.007,highly_skewed,variable,0.0,non_normal
483,PREV_NAME_PORTFOLIO_nan_MEAN,291057,16454,5.3507,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,291057,0,0.0,0.0,0.0,0.0,0.0,0,0.0,float64,291057,16454,0.0535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,approximately_symmetric,constant,,constant
484,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,291057,16454,5.3507,0.0,1.0,1.0,0.7145,0.75,0.2866,0.4011,0.5,1.0,0.5,-0.6877,-0.4296,10834,0,0.5,1.0,0.5,-0.25,1.75,0,0.0,float64,291057,16454,0.0535,421,0.7145,0.75,0.2866,0.0,0.5,1.0,1.0,0.5,-0.6877,-0.4296,0,0.0,moderately_skewed,variable,0.0,non_normal
