,column,dtype,non_null_count_x,unique_count,unique_percentage,duplicate_count,duplicate_value_ratio,constant_flag,top_value_percentage,quasi_constant_flag,top_value,top_value_count,top_values_preview,non_null_count_y,dominant_value,dominant_value_pct,second_dominant_value,second_dominant_pct,top_values,suspicious_uniformity_flag,dominance_note
226,EMERGENCYSTATE_MODE,object,161756,2,0.0,161754,100.0,False,98.56,True,No,159428,"[('No', 159428), ('Yes', 2328)]",161756,No,98.56,Yes,1.44,"[('No', 98.56), ('Yes', 1.44)]",True,Appears uniformly dominated
227,ENTRANCES_AVG,float64,152683,285,0.19,152398,99.81,False,22.27,False,0.1379,34007,"[(np.float64(0.1379), 34007), (np.float64(0.069), 22956), (np.float64(0.1034), 19533)]",152683,0.1379,22.27,0.069,15.04,"[('0.1379', 22.27), ('0.069', 15.04), ('0.1034', 12.79)]",False,Most frequent dominates with 22.27%
228,ENTRANCES_MEDI,float64,152683,46,0.03,152637,99.97,False,23.27,False,0.1379,35535,"[(np.float64(0.1379), 35535), (np.float64(0.069), 24193), (np.float64(0.1034), 20492)]",152683,0.1379,23.27,0.069,15.85,"[('0.1379', 23.27), ('0.069', 15.85), ('0.1034', 13.42)]",False,Most frequent dominates with 23.27%
229,ENTRANCES_MODE,float64,152683,30,0.02,152653,99.98,False,23.61,False,0.1379,36041,"[(np.float64(0.1379), 36041), (np.float64(0.069), 26704), (np.float64(0.1034), 20533)]",152683,0.1379,23.61,0.069,17.49,"[('0.1379', 23.61), ('0.069', 17.49), ('0.1034', 13.45)]",False,Most frequent dominates with 23.61%
230,EXT_SOURCE_1,float64,134133,114584,85.43,19549,14.57,False,0.0,False,0.6227066347478732,5,"[(np.float64(0.6227066347478732), 5), (np.float64(0.528197430013715), 5), (np.float64(0.4990017461254777), 5)]",134133,0.6227066347478732,0.0,0.528197430013715,0.0,"[('0.6227066347478732', 0.0), ('0.528197430013715', 0.0), ('0.4990017461254777', 0.0)]",False,Most frequent dominates with 0.0%
231,EXT_SOURCE_2,float64,306851,119831,39.05,187020,60.95,False,0.23,False,0.2858978721410488,721,"[(np.float64(0.2858978721410488), 721), (np.float64(0.2622583692422573), 417), (np.float64(0.2652563401861944), 343)]",306851,0.2858978721410488,0.23,0.2622583692422573,0.14,"[('0.2858978721410488', 0.23), ('0.2622583692422573', 0.14), ('0.2652563401861944', 0.11)]",False,Most frequent dominates with 0.23%
232,EXT_SOURCE_3,float64,246546,814,0.33,245732,99.67,False,0.59,False,0.746300213050371,1460,"[(np.float64(0.746300213050371), 1460), (np.float64(0.7136313997323308), 1315), (np.float64(0.6940926425266661), 1276)]",246546,0.746300213050371,0.59,0.7136313997323308,0.53,"[('0.746300213050371', 0.59), ('0.7136313997323308', 0.53), ('0.6940926425266661', 0.52)]",False,Most frequent dominates with 0.59%
233,FLAG_CONT_MOBILE,int64,307511,2,0.0,307509,100.0,False,99.81,True,1,306937,"[(np.int64(1), 306937), (np.int64(0), 574)]",307511,1,99.81,0,0.19,"[('1', 99.81), ('0', 0.19)]",True,Appears uniformly dominated
234,FLAG_DOCUMENT_10,int64,307511,2,0.0,307509,100.0,False,100.0,True,0,307504,"[(np.int64(0), 307504), (np.int64(1), 7)]",307511,0,100.0,1,0.0,"[('0', 100.0), ('1', 0.0)]",True,Appears uniformly dominated
235,FLAG_DOCUMENT_11,int64,307511,2,0.0,307509,100.0,False,99.61,True,0,306308,"[(np.int64(0), 306308), (np.int64(1), 1203)]",307511,0,99.61,1,0.39,"[('0', 99.61), ('1', 0.39)]",True,Appears uniformly dominated
236,FLAG_DOCUMENT_12,int64,307511,2,0.0,307509,100.0,False,100.0,True,0,307509,"[(np.int64(0), 307509), (np.int64(1), 2)]",307511,0,100.0,1,0.0,"[('0', 100.0), ('1', 0.0)]",True,Appears uniformly dominated
237,FLAG_DOCUMENT_13,int64,307511,2,0.0,307509,100.0,False,99.65,True,0,306427,"[(np.int64(0), 306427), (np.int64(1), 1084)]",307511,0,99.65,1,0.35,"[('0', 99.65), ('1', 0.35)]",True,Appears uniformly dominated
238,FLAG_DOCUMENT_14,int64,307511,2,0.0,307509,100.0,False,99.71,True,0,306608,"[(np.int64(0), 306608), (np.int64(1), 903)]",307511,0,99.71,1,0.29,"[('0', 99.71), ('1', 0.29)]",True,Appears uniformly dominated
239,FLAG_DOCUMENT_15,int64,307511,2,0.0,307509,100.0,False,99.88,True,0,307139,"[(np.int64(0), 307139), (np.int64(1), 372)]",307511,0,99.88,1,0.12,"[('0', 99.88), ('1', 0.12)]",True,Appears uniformly dominated
240,FLAG_DOCUMENT_16,int64,307511,2,0.0,307509,100.0,False,99.01,True,0,304458,"[(np.int64(0), 304458), (np.int64(1), 3053)]",307511,0,99.01,1,0.99,"[('0', 99.01), ('1', 0.99)]",True,Appears uniformly dominated
241,FLAG_DOCUMENT_17,int64,307511,2,0.0,307509,100.0,False,99.97,True,0,307429,"[(np.int64(0), 307429), (np.int64(1), 82)]",307511,0,99.97,1,0.03,"[('0', 99.97), ('1', 0.03)]",True,Appears uniformly dominated
242,FLAG_DOCUMENT_18,int64,307511,2,0.0,307509,100.0,False,99.19,True,0,305011,"[(np.int64(0), 305011), (np.int64(1), 2500)]",307511,0,99.19,1,0.81,"[('0', 99.19), ('1', 0.81)]",True,Appears uniformly dominated
243,FLAG_DOCUMENT_19,int64,307511,2,0.0,307509,100.0,False,99.94,True,0,307328,"[(np.int64(0), 307328), (np.int64(1), 183)]",307511,0,99.94,1,0.06,"[('0', 99.94), ('1', 0.06)]",True,Appears uniformly dominated
244,FLAG_DOCUMENT_2,int64,307511,2,0.0,307509,100.0,False,100.0,True,0,307498,"[(np.int64(0), 307498), (np.int64(1), 13)]",307511,0,100.0,1,0.0,"[('0', 100.0), ('1', 0.0)]",True,Appears uniformly dominated
245,FLAG_DOCUMENT_20,int64,307511,2,0.0,307509,100.0,False,99.95,True,0,307355,"[(np.int64(0), 307355), (np.int64(1), 156)]",307511,0,99.95,1,0.05,"[('0', 99.95), ('1', 0.05)]",True,Appears uniformly dominated
246,FLAG_DOCUMENT_21,int64,307511,2,0.0,307509,100.0,False,99.97,True,0,307408,"[(np.int64(0), 307408), (np.int64(1), 103)]",307511,0,99.97,1,0.03,"[('0', 99.97), ('1', 0.03)]",True,Appears uniformly dominated
247,FLAG_DOCUMENT_3,int64,307511,2,0.0,307509,100.0,False,71.0,False,1,218340,"[(np.int64(1), 218340), (np.int64(0), 89171)]",307511,1,71.0,0,29.0,"[('1', 71.0), ('0', 29.0)]",False,Most frequent dominates with 71.0%
248,FLAG_DOCUMENT_4,int64,307511,2,0.0,307509,100.0,False,99.99,True,0,307486,"[(np.int64(0), 307486), (np.int64(1), 25)]",307511,0,99.99,1,0.01,"[('0', 99.99), ('1', 0.01)]",True,Appears uniformly dominated
249,FLAG_DOCUMENT_5,int64,307511,2,0.0,307509,100.0,False,98.49,True,0,302863,"[(np.int64(0), 302863), (np.int64(1), 4648)]",307511,0,98.49,1,1.51,"[('0', 98.49), ('1', 1.51)]",True,Appears uniformly dominated
250,FLAG_DOCUMENT_6,int64,307511,2,0.0,307509,100.0,False,91.19,False,0,280433,"[(np.int64(0), 280433), (np.int64(1), 27078)]",307511,0,91.19,1,8.81,"[('0', 91.19), ('1', 8.81)]",False,Most frequent dominates with 91.19%
251,FLAG_DOCUMENT_7,int64,307511,2,0.0,307509,100.0,False,99.98,True,0,307452,"[(np.int64(0), 307452), (np.int64(1), 59)]",307511,0,99.98,1,0.02,"[('0', 99.98), ('1', 0.02)]",True,Appears uniformly dominated
252,FLAG_DOCUMENT_8,int64,307511,2,0.0,307509,100.0,False,91.86,False,0,282487,"[(np.int64(0), 282487), (np.int64(1), 25024)]",307511,0,91.86,1,8.14,"[('0', 91.86), ('1', 8.14)]",False,Most frequent dominates with 91.86%
253,FLAG_DOCUMENT_9,int64,307511,2,0.0,307509,100.0,False,99.61,True,0,306313,"[(np.int64(0), 306313), (np.int64(1), 1198)]",307511,0,99.61,1,0.39,"[('0', 99.61), ('1', 0.39)]",True,Appears uniformly dominated
254,FLAG_EMAIL,int64,307511,2,0.0,307509,100.0,False,94.33,False,0,290069,"[(np.int64(0), 290069), (np.int64(1), 17442)]",307511,0,94.33,1,5.67,"[('0', 94.33), ('1', 5.67)]",False,Most frequent dominates with 94.33%
255,FLAG_EMP_PHONE,int64,307511,2,0.0,307509,100.0,False,81.99,False,1,252125,"[(np.int64(1), 252125), (np.int64(0), 55386)]",307511,1,81.99,0,18.01,"[('1', 81.99), ('0', 18.01)]",False,Most frequent dominates with 81.99%
256,FLAG_MOBIL,int64,307511,2,0.0,307509,100.0,False,100.0,True,1,307510,"[(np.int64(1), 307510), (np.int64(0), 1)]",307511,1,100.0,0,0.0,"[('1', 100.0), ('0', 0.0)]",True,Appears uniformly dominated
257,FLAG_OWN_CAR,object,307511,2,0.0,307509,100.0,False,65.99,False,N,202924,"[('N', 202924), ('Y', 104587)]",307511,N,65.99,Y,34.01,"[('N', 65.99), ('Y', 34.01)]",False,Most frequent dominates with 65.99%
258,FLAG_OWN_REALTY,object,307511,2,0.0,307509,100.0,False,69.37,False,Y,213312,"[('Y', 213312), ('N', 94199)]",307511,Y,69.37,N,30.63,"[('Y', 69.37), ('N', 30.63)]",False,Most frequent dominates with 69.37%
259,FLAG_PHONE,int64,307511,2,0.0,307509,100.0,False,71.89,False,0,221080,"[(np.int64(0), 221080), (np.int64(1), 86431)]",307511,0,71.89,1,28.11,"[('0', 71.89), ('1', 28.11)]",False,Most frequent dominates with 71.89%
260,FLAG_WORK_PHONE,int64,307511,2,0.0,307509,100.0,False,80.06,False,0,246203,"[(np.int64(0), 246203), (np.int64(1), 61308)]",307511,0,80.06,1,19.94,"[('0', 80.06), ('1', 19.94)]",False,Most frequent dominates with 80.06%
261,FLOORSMAX_AVG,float64,154491,403,0.26,154088,99.74,False,40.05,False,0.1667,61875,"[(np.float64(0.1667), 61875), (np.float64(0.3333), 31909), (np.float64(0.0417), 14600)]",154491,0.1667,40.05,0.3333,20.65,"[('0.1667', 40.05), ('0.3333', 20.65), ('0.0417', 9.45)]",False,Most frequent dominates with 40.05%
262,FLOORSMAX_MEDI,float64,154491,49,0.03,154442,99.97,False,41.17,False,0.1667,63607,"[(np.float64(0.1667), 63607), (np.float64(0.3333), 33279), (np.float64(0.0417), 14832)]",154491,0.1667,41.17,0.3333,21.54,"[('0.1667', 41.17), ('0.3333', 21.54), ('0.0417', 9.6)]",False,Most frequent dominates with 41.17%
263,FLOORSMAX_MODE,float64,154491,25,0.02,154466,99.98,False,42.43,False,0.1667,65550,"[(np.float64(0.1667), 65550), (np.float64(0.3333), 34373), (np.float64(0.0417), 15616)]",154491,0.1667,42.43,0.3333,22.25,"[('0.1667', 42.43), ('0.3333', 22.25), ('0.0417', 10.11)]",False,Most frequent dominates with 42.43%
264,FLOORSMIN_AVG,float64,98869,305,0.31,98564,99.69,False,33.25,False,0.2083,32875,"[(np.float64(0.2083), 32875), (np.float64(0.375), 17845), (np.float64(0.0417), 17776)]",98869,0.2083,33.25,0.375,18.05,"[('0.2083', 33.25), ('0.375', 18.05), ('0.0417', 17.98)]",False,Most frequent dominates with 33.25%
265,FLOORSMIN_MEDI,float64,98869,47,0.05,98822,99.95,False,34.12,False,0.2083,33737,"[(np.float64(0.2083), 33737), (np.float64(0.375), 18538), (np.float64(0.0417), 18090)]",98869,0.2083,34.12,0.375,18.75,"[('0.2083', 34.12), ('0.375', 18.75), ('0.0417', 18.3)]",False,Most frequent dominates with 34.12%
266,FLOORSMIN_MODE,float64,98869,25,0.03,98844,99.97,False,34.8,False,0.2083,34403,"[(np.float64(0.2083), 34403), (np.float64(0.375), 19042), (np.float64(0.0417), 18917)]",98869,0.2083,34.8,0.375,19.26,"[('0.2083', 34.8), ('0.375', 19.26), ('0.0417', 19.13)]",False,Most frequent dominates with 34.8%
267,FONDKAPREMONT_MODE,object,97216,4,0.0,97212,100.0,False,75.94,False,reg oper account,73830,"[('reg oper account', 73830), ('reg oper spec account', 12080), ('not specified', 5687)]",97216,reg oper account,75.94,reg oper spec account,12.43,"[('reg oper account', 75.94), ('reg oper spec account', 12.43), ('not specified', 5.85)]",False,Most frequent dominates with 75.94%
268,HOUR_APPR_PROCESS_START,int64,307511,24,0.01,307487,99.99,False,12.27,False,10,37722,"[(np.int64(10), 37722), (np.int64(11), 37229), (np.int64(12), 34233)]",307511,10,12.27,11,12.11,"[('10', 12.27), ('11', 12.11), ('12', 11.13)]",False,Most frequent dominates with 12.27%
269,HOUSETYPE_MODE,object,153214,3,0.0,153211,100.0,False,98.23,True,block of flats,150503,"[('block of flats', 150503), ('specific housing', 1499), ('terraced house', 1212)]",153214,block of flats,98.23,specific housing,0.98,"[('block of flats', 98.23), ('specific housing', 0.98), ('terraced house', 0.79)]",True,Appears uniformly dominated
270,INS_AMT_INSTALMENT_MAX,float64,291643,236626,81.14,55017,18.86,False,0.15,False,45000.0,451,"[(np.float64(45000.0), 451), (np.float64(90000.0), 328), (np.float64(22500.0), 295)]",291643,45000.0,0.15,90000.0,0.11,"[('45000.0', 0.15), ('90000.0', 0.11), ('22500.0', 0.1)]",False,Most frequent dominates with 0.15%
271,INS_AMT_INSTALMENT_MEAN,float64,291643,288020,98.76,3623,1.24,False,0.01,False,12074.31,18,"[(np.float64(12074.31), 18), (np.float64(17077.965), 17), (np.float64(9425.835), 16)]",291643,12074.31,0.01,17077.965,0.01,"[('12074.31', 0.01), ('17077.965', 0.01), ('9425.835', 0.01)]",False,Most frequent dominates with 0.01%
272,INS_AMT_INSTALMENT_SUM,float64,291643,287801,98.68,3842,1.32,False,0.01,False,204935.58,17,"[(np.float64(204935.58), 17), (np.float64(56555.01), 16), (np.float64(127421.28), 12)]",291643,204935.58,0.01,56555.01,0.01,"[('204935.58', 0.01), ('56555.01', 0.01), ('127421.28', 0.0)]",False,Most frequent dominates with 0.01%
273,INS_AMT_PAYMENT_MAX,float64,291635,229572,78.72,62063,21.28,False,0.3,False,45000.0,884,"[(np.float64(45000.0), 884), (np.float64(225000.0), 725), (np.float64(90000.0), 658)]",291635,45000.0,0.3,225000.0,0.25,"[('45000.0', 0.3), ('225000.0', 0.25), ('90000.0', 0.23)]",False,Most frequent dominates with 0.3%
274,INS_AMT_PAYMENT_MEAN,float64,291635,288396,98.89,3239,1.11,False,0.01,False,17077.965,17,"[(np.float64(17077.965), 17), (np.float64(9425.835), 16), (np.float64(17001.0), 14)]",291635,17077.965,0.01,9425.835,0.01,"[('17077.965', 0.01), ('9425.835', 0.01), ('17001.0', 0.0)]",False,Most frequent dominates with 0.01%
275,INS_AMT_PAYMENT_MIN,float64,291635,134230,46.03,157405,53.97,False,0.9,False,67.5,2615,"[(np.float64(67.5), 2615), (np.float64(0.045), 1060), (np.float64(0.0), 955)]",291635,67.5,0.9,0.045,0.36,"[('67.5', 0.9), ('0.045', 0.36), ('0.0', 0.33)]",False,Most frequent dominates with 0.9%
276,INS_AMT_PAYMENT_SUM,float64,291643,287364,98.53,4279,1.47,False,0.01,False,204935.58,26,"[(np.float64(204935.58), 26), (np.float64(56555.01), 24), (np.float64(127421.28), 17)]",291643,204935.58,0.01,56555.01,0.01,"[('204935.58', 0.01), ('56555.01', 0.01), ('127421.28', 0.01)]",False,Most frequent dominates with 0.01%
277,INS_DAYS_ENTRY_PAYMENT_MAX,float64,291635,2937,1.01,288698,98.99,False,1.72,False,-31.0,5008,"[(np.float64(-31.0), 5008), (np.float64(-30.0), 4978), (np.float64(-28.0), 4945)]",291635,-31.0,1.72,-30.0,1.71,"[('-31.0', 1.72), ('-30.0', 1.71), ('-28.0', 1.7)]",False,Most frequent dominates with 1.72%
278,INS_DAYS_ENTRY_PAYMENT_MEAN,float64,291635,212229,72.77,79406,27.23,False,0.01,False,-143.0,33,"[(np.float64(-143.0), 33), (np.float64(-124.0), 32), (np.float64(-201.0), 31)]",291635,-143.0,0.01,-124.0,0.01,"[('-143.0', 0.01), ('-124.0', 0.01), ('-201.0', 0.01)]",False,Most frequent dominates with 0.01%
279,INS_DAYS_ENTRY_PAYMENT_MIN,float64,291635,3035,1.04,288600,98.96,False,0.32,False,-2919.0,942,"[(np.float64(-2919.0), 942), (np.float64(-2918.0), 884), (np.float64(-2920.0), 871)]",291635,-2919.0,0.32,-2918.0,0.3,"[('-2919.0', 0.32), ('-2918.0', 0.3), ('-2920.0', 0.3)]",False,Most frequent dominates with 0.32%
280,INS_DAYS_INSTALMENT_MAX,float64,291643,2918,1.0,288725,99.0,False,1.64,False,-7.0,4786,"[(np.float64(-7.0), 4786), (np.float64(-21.0), 4747), (np.float64(-14.0), 4732)]",291643,-7.0,1.64,-21.0,1.63,"[('-7.0', 1.64), ('-21.0', 1.63), ('-14.0', 1.62)]",False,Most frequent dominates with 1.64%
281,INS_DAYS_INSTALMENT_MEAN,float64,291643,183580,62.95,108063,37.05,False,0.06,False,-144.0,170,"[(np.float64(-144.0), 170), (np.float64(-164.0), 163), (np.float64(-148.0), 158)]",291643,-144.0,0.06,-164.0,0.06,"[('-144.0', 0.06), ('-164.0', 0.06), ('-148.0', 0.05)]",False,Most frequent dominates with 0.06%
282,INS_DAYS_INSTALMENT_MIN,float64,291643,2920,1.0,288723,99.0,False,0.39,False,-2919.0,1133,"[(np.float64(-2919.0), 1133), (np.float64(-2921.0), 1124), (np.float64(-2920.0), 1117)]",291643,-2919.0,0.39,-2921.0,0.39,"[('-2919.0', 0.39), ('-2921.0', 0.39), ('-2920.0', 0.38)]",False,Most frequent dominates with 0.39%
283,INS_DBD_MAX,float64,291635,422,0.14,291213,99.86,False,7.55,False,30.0,22006,"[(np.float64(30.0), 22006), (np.float64(31.0), 10532), (np.float64(29.0), 10457)]",291635,30.0,7.55,31.0,3.61,"[('30.0', 7.55), ('31.0', 3.61), ('29.0', 3.59)]",False,Most frequent dominates with 7.55%
284,INS_DBD_MEAN,float64,291635,57205,19.62,234430,80.38,False,0.41,False,10.0,1201,"[(np.float64(10.0), 1201), (np.float64(9.0), 1161), (np.float64(8.0), 1097)]",291635,10.0,0.41,9.0,0.4,"[('10.0', 0.41), ('9.0', 0.4), ('8.0', 0.38)]",False,Most frequent dominates with 0.41%
285,INS_DBD_SUM,float64,291643,3224,1.11,288419,98.89,False,0.28,False,0.0,810,"[(np.float64(0.0), 810), (np.float64(116.0), 748), (np.float64(85.0), 742)]",291643,0.0,0.28,116.0,0.26,"[('0.0', 0.28), ('116.0', 0.26), ('85.0', 0.25)]",False,Most frequent dominates with 0.28%
286,INS_DPD_MAX,float64,291635,1642,0.56,289993,99.44,False,46.85,False,0.0,136636,"[(np.float64(0.0), 136636), (np.float64(1.0), 15612), (np.float64(2.0), 12914)]",291635,0.0,46.85,1.0,5.35,"[('0.0', 46.85), ('1.0', 5.35), ('2.0', 4.43)]",False,Most frequent dominates with 46.85%
287,INS_DPD_MEAN,float64,291635,23566,8.08,268069,91.92,False,46.85,False,0.0,136636,"[(np.float64(0.0), 136636), (np.float64(0.5), 1399), (np.float64(0.1666666666666666), 1390)]",291635,0.0,46.85,0.5,0.48,"[('0.0', 46.85), ('0.5', 0.48), ('0.1666666666666666', 0.48)]",False,Most frequent dominates with 46.85%
288,INS_DPD_SUM,float64,291643,2077,0.71,289566,99.29,False,46.85,False,0.0,136644,"[(np.float64(0.0), 136644), (np.float64(1.0), 11685), (np.float64(2.0), 8258)]",291643,0.0,46.85,1.0,4.01,"[('0.0', 46.85), ('1.0', 4.01), ('2.0', 2.83)]",False,Most frequent dominates with 46.85%
289,INS_LAST365_AMT_PAYMENT_MEAN,float64,217478,205538,94.51,11940,5.49,False,0.04,False,9000.0,78,"[(np.float64(9000.0), 78), (np.float64(2250.0), 66), (np.float64(4500.0), 56)]",217478,9000.0,0.04,2250.0,0.03,"[('9000.0', 0.04), ('2250.0', 0.03), ('4500.0', 0.03)]",False,Most frequent dominates with 0.04%
290,INS_LAST365_AMT_PAYMENT_SUM,float64,217508,205801,94.62,11707,5.38,False,0.03,False,108000.0,72,"[(np.float64(108000.0), 72), (np.float64(54000.0), 43), (np.float64(81000.0), 38)]",217508,108000.0,0.03,54000.0,0.02,"[('108000.0', 0.03), ('54000.0', 0.02), ('81000.0', 0.02)]",False,Most frequent dominates with 0.03%
291,INS_LAST365_DPD_MAX,float64,217478,192,0.09,217286,99.91,False,71.41,False,0.0,155299,"[(np.float64(0.0), 155299), (np.float64(1.0), 12884), (np.float64(2.0), 9356)]",217478,0.0,71.41,1.0,5.92,"[('0.0', 71.41), ('1.0', 5.92), ('2.0', 4.3)]",False,Most frequent dominates with 71.41%
292,INS_LAST365_DPD_MEAN,float64,217478,2884,1.33,214594,98.67,False,71.41,False,0.0,155299,"[(np.float64(0.0), 155299), (np.float64(0.5), 1651), (np.float64(0.0833333333333333), 1531)]",217478,0.0,71.41,0.5,0.76,"[('0.0', 71.41), ('0.5', 0.76), ('0.0833333333333333', 0.7)]",False,Most frequent dominates with 71.41%
293,INS_LAST365_DPD_SUM,float64,217508,410,0.19,217098,99.81,False,71.41,False,0.0,155329,"[(np.float64(0.0), 155329), (np.float64(1.0), 9790), (np.float64(2.0), 6734)]",217508,0.0,71.41,1.0,4.5,"[('0.0', 71.41), ('1.0', 4.5), ('2.0', 3.1)]",False,Most frequent dominates with 71.41%
294,INS_LAST365_LATE_PAYMENT_FLAG_MEAN,float64,217508,659,0.3,216849,99.7,False,71.41,False,0.0,155329,"[(np.float64(0.0), 155329), (np.float64(0.0833333333333333), 2520), (np.float64(0.0769230769230769), 2364)]",217508,0.0,71.41,0.0833333333333333,1.16,"[('0.0', 71.41), ('0.0833333333333333', 1.16), ('0.0769230769230769', 1.09)]",False,Most frequent dominates with 71.41%
295,INS_LAST365_LATE_PAYMENT_FLAG_SUM,float64,217508,54,0.02,217454,99.98,False,71.41,False,0.0,155329,"[(np.float64(0.0), 155329), (np.float64(1.0), 24900), (np.float64(2.0), 12220)]",217508,0.0,71.41,1.0,11.45,"[('0.0', 71.41), ('1.0', 11.45), ('2.0', 5.62)]",False,Most frequent dominates with 71.41%
296,INS_LAST365_PAY_DIFF_MEAN,float64,217478,57326,26.36,160152,73.64,False,70.3,False,0.0,152877,"[(np.float64(0.0), 152877), (np.float64(-4500.0), 144), (np.float64(-22500.0), 127)]",217478,0.0,70.3,-4500.0,0.07,"[('0.0', 70.3), ('-4500.0', 0.07), ('-22500.0', 0.06)]",False,Most frequent dominates with 70.3%
297,INS_LAST365_PAY_DIFF_SUM,float64,217508,51840,23.83,165668,76.17,False,70.3,False,0.0,152907,"[(np.float64(0.0), 152907), (np.float64(2250.0), 570), (np.float64(-45000.0), 448)]",217508,0.0,70.3,2250.0,0.26,"[('0.0', 70.3), ('2250.0', 0.26), ('-45000.0', 0.21)]",False,Most frequent dominates with 70.3%
298,INS_LAST365_PAY_PERC_MAX,float64,217478,21543,9.91,195935,90.09,False,89.81,False,1.0,195317,"[(np.float64(1.0), 195317), (np.float64(16.550610110657377), 5), (np.float64(20.54231717337716), 5)]",217478,1.0,89.81,16.550610110657377,0.0,"[('1.0', 89.81), ('16.550610110657377', 0.0), ('20.54231717337716', 0.0)]",False,Most frequent dominates with 89.81%
299,INS_LAST365_PAY_PERC_MEAN,float64,217478,23437,10.78,194041,89.22,False,70.3,False,1.0,152877,"[(np.float64(1.0), 152877), (np.float64(0.9230769230769232), 2864), (np.float64(0.8571428571428571), 2264)]",217478,1.0,70.3,0.9230769230769232,1.32,"[('1.0', 70.3), ('0.9230769230769232', 1.32), ('0.8571428571428571', 1.04)]",False,Most frequent dominates with 70.3%
300,INS_LATE_PAYMENT_FLAG_MEAN,float64,291643,4972,1.7,286671,98.3,False,46.85,False,0.0,136644,"[(np.float64(0.0), 136644), (np.float64(0.1666666666666666), 2812), (np.float64(0.1428571428571428), 2807)]",291643,0.0,46.85,0.1666666666666666,0.96,"[('0.0', 46.85), ('0.1666666666666666', 0.96), ('0.1428571428571428', 0.96)]",False,Most frequent dominates with 46.85%
301,INS_LATE_PAYMENT_FLAG_SUM,float64,291643,102,0.03,291541,99.97,False,46.85,False,0.0,136644,"[(np.float64(0.0), 136644), (np.float64(1.0), 37002), (np.float64(2.0), 21685)]",291643,0.0,46.85,1.0,12.69,"[('0.0', 46.85), ('1.0', 12.69), ('2.0', 7.44)]",False,Most frequent dominates with 46.85%
302,INS_NUM_INSTALMENT_VERSION_NUNIQUE,float64,291643,49,0.02,291594,99.98,False,43.01,False,2.0,125422,"[(np.float64(2.0), 125422), (np.float64(1.0), 87740), (np.float64(3.0), 47350)]",291643,2.0,43.01,1.0,30.08,"[('2.0', 43.01), ('1.0', 30.08), ('3.0', 16.24)]",False,Most frequent dominates with 43.01%
303,INS_PAY_DIFF_MAX,float64,291635,103609,35.53,188026,64.47,False,57.08,False,0.0,166470,"[(np.float64(0.0), 166470), (np.float64(4500.0), 1026), (np.float64(6750.0), 789)]",291635,0.0,57.08,4500.0,0.35,"[('0.0', 57.08), ('4500.0', 0.35), ('6750.0', 0.27)]",False,Most frequent dominates with 57.08%
304,INS_PAY_DIFF_MEAN,float64,291635,137929,47.3,153706,52.7,False,50.51,False,0.0,147318,"[(np.float64(0.0), 147318), (np.float64(-2250.0), 69), (np.float64(-9000.0), 67)]",291635,0.0,50.51,-2250.0,0.02,"[('0.0', 50.51), ('-2250.0', 0.02), ('-9000.0', 0.02)]",False,Most frequent dominates with 50.51%
305,INS_PAY_DIFF_SUM,float64,291643,127986,43.88,163657,56.12,False,50.52,False,0.0,147326,"[(np.float64(0.0), 147326), (np.float64(2250.0), 535), (np.float64(-45000.0), 424)]",291643,0.0,50.52,2250.0,0.18,"[('0.0', 50.52), ('2250.0', 0.18), ('-45000.0', 0.15)]",False,Most frequent dominates with 50.52%
306,INS_PAY_DIFF_VAR,float64,290947,144095,49.53,146852,50.47,False,50.4,False,0.0,146632,"[(np.float64(0.0), 146632), (np.float64(0.0018225000000058), 4), (np.float64(0.0032400000000104), 3)]",290947,0.0,50.4,0.0018225000000058,0.0,"[('0.0', 50.4), ('0.0018225000000058', 0.0), ('0.0032400000000104', 0.0)]",False,Most frequent dominates with 50.4%
307,INS_PAY_PERC_MAX,float64,291632,36091,12.38,255541,87.62,False,87.21,False,1.0,254334,"[(np.float64(1.0), 254334), (np.float64(2.0), 9), (np.float64(11.897835664714233), 7)]",291632,1.0,87.21,2.0,0.0,"[('1.0', 87.21), ('2.0', 0.0), ('11.897835664714233', 0.0)]",False,Most frequent dominates with 87.21%
308,INS_PAY_PERC_MEAN,float64,291632,42700,14.64,248932,85.36,False,50.52,False,1.0,147322,"[(np.float64(1.0), 147322), (np.float64(0.8571428571428571), 2968), (np.float64(0.9230769230769232), 2557)]",291632,1.0,50.52,0.8571428571428571,1.02,"[('1.0', 50.52), ('0.8571428571428571', 1.02), ('0.9230769230769232', 0.88)]",False,Most frequent dominates with 50.52%
309,INS_PAY_PERC_VAR,float64,290944,143641,49.37,147303,50.63,False,50.4,False,0.0,146637,"[(np.float64(0.0), 146637), (np.float64(0.0094339622641509), 8), (np.float64(0.0042366637194223), 7)]",290944,0.0,50.4,0.0094339622641509,0.0,"[('0.0', 50.4), ('0.0094339622641509', 0.0), ('0.0042366637194223', 0.0)]",False,Most frequent dominates with 50.4%
310,INS_SK_ID_PREV_NUNIQUE,float64,291643,25,0.01,291618,99.99,False,28.05,False,1.0,81817,"[(np.float64(1.0), 81817), (np.float64(2.0), 71164), (np.float64(3.0), 51981)]",291643,1.0,28.05,2.0,24.4,"[('1.0', 28.05), ('2.0', 24.4), ('3.0', 17.82)]",False,Most frequent dominates with 28.05%
