,column,count,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,skewness_x,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio,unique_count,skewness_y,outlier_percentage
428,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
429,PREV_NAME_CLIENT_TYPE_New_MEAN,291057,16454,0.1,0.5,0.4,-0.5,1.1,0,0,0,0.0,0,0.0,-0.67,1.38,0,0,0,0.0,0.22,0,0.0,0.0,1.0,0,0.0,0.96,-0.39,moderate_deviation,False,True,False,False,none,none_needed,-0.5,1.1,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.1854,161,0.9641,0.0
430,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,291057,16454,0.0,0.09,0.09,-0.14,0.23,0,50864,50864,17.48,30646,10.53,-0.53,0.74,0,8124,8124,2.79,0.14,8123,2.79,0.0,1.0,0,0.0,2.47,5.99,right_skewed,True,True,True,True,severe,consider_log_transform,-0.14,0.23,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.7365,168,2.4732,17.48
431,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,291057,16454,0.25,0.83,0.58,-0.62,1.71,0,0,0,0.0,0,0.0,-0.51,1.61,0,0,0,0.0,0.21,0,0.0,0.0,1.0,0,0.0,-0.53,-1.17,light_tailed,False,True,False,False,none,none_needed,-0.62,1.71,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.242,219,0.532,0.0
432,PREV_NAME_CLIENT_TYPE_XNA_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,1089,1089,0.37,1089,0.37,-0.06,0.06,0,1032,1032,0.35,0.01,1000,0.34,0.0,0.0,1089,0.37,28.63,1027.67,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9963,77,28.6335,0.0
433,PREV_NAME_CLIENT_TYPE_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
434,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,291057,16454,0.5,1.0,0.5,-0.25,1.75,0,0,0,0.0,0,0.0,-0.04,1.54,0,0,0,0.0,0.2,0,0.0,0.14,1.0,2631,0.9,-0.58,-0.88,moderate_deviation,False,True,False,False,none,none_needed,-0.25,1.75,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0034,362,0.5785,0.0
435,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,291057,16454,0.0,0.25,0.25,-0.38,0.62,0,4716,4716,1.62,0,0.0,-0.44,0.69,0,1921,1921,0.66,0.13,4477,1.54,0.0,0.67,1931,0.66,1.34,0.85,right_skewed,False,True,False,True,moderate,log_transform_or_winsorize,-0.38,0.62,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.6196,362,1.3383,1.62
436,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,291057,16454,0.0,0.2,0.2,-0.3,0.5,0,11158,11158,3.83,1070,0.37,-0.44,0.66,0,6501,6501,2.23,0.12,6565,2.26,0.0,0.73,2837,0.97,1.72,2.45,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-0.3,0.5,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6554,397,1.7248,3.83
437,PREV_NAME_CONTRACT_STATUS_Unused offer_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,19033,19033,6.54,19033,6.54,-0.19,0.22,0,7752,7752,2.66,0.05,7732,2.66,0.0,0.33,2713,0.93,6.1,47.1,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9346,118,6.0974,0.0
438,PREV_NAME_CONTRACT_STATUS_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
439,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,291057,16454,0.0,0.57,0.57,-0.86,1.43,0,0,0,0.0,0,0.0,-0.64,1.28,0,0,0,0.0,0.25,0,0.0,0.0,1.0,0,0.0,0.5,-1.04,light_tailed,False,True,False,False,none,none_needed,-0.86,1.43,approximately_normal,none_or_standard_scaler,True,False,False,True,True,True,False,True,0.7,drop_or_encode,near_constant,0.4112,407,0.5015,0.0
440,PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,291057,16454,0.29,1.0,0.71,-0.79,2.07,0,0,0,0.0,0,0.0,-0.47,1.64,0,0,0,0.0,0.32,0,0.0,0.0,1.0,0,0.0,-0.11,-1.38,light_tailed,False,False,False,False,none,none_needed,-0.79,2.07,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.0757,377,0.1099,0.0
441,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,291057,16454,0.0,0.17,0.17,-0.25,0.42,0,19076,19076,6.55,4982,1.71,-0.41,0.61,0,5196,5196,1.79,0.11,5902,2.03,0.0,0.67,2676,0.92,2.16,5.35,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.25,0.42,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6425,278,2.1552,6.55
442,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,284,284,0.1,284,0.1,-0.02,0.02,0,284,284,0.1,0.0,282,0.1,0.0,0.0,284,0.1,52.23,3266.04,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.999,40,52.2275,0.0
443,PREV_NAME_CONTRACT_TYPE_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
444,PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,100,100,0.03,100,0.03,-0.02,0.02,0,100,100,0.03,0.0,100,0.03,0.0,0.0,100,0.03,100.12,11935.53,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9997,21,100.1183,0.0
445,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1,0.0,-0.0,0.0,0,1,1,0.0,0.0,1,0.0,0.0,0.0,1,0.0,539.49,291052.0,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,1.0,2,539.497,0.0
446,PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,68377,68377,23.49,68377,23.49,-0.49,0.65,0,8141,8141,2.8,0.13,7137,2.45,0.0,1.0,0,0.0,3.24,11.25,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.7651,182,3.2368,0.0
447,PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,5329,5329,1.83,5329,1.83,-0.17,0.18,0,3296,3296,1.13,0.04,2787,0.96,0.0,0.2,2787,0.96,13.04,195.91,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9817,84,13.0406,0.0
448,PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,16692,16692,5.73,16692,5.73,-0.32,0.36,0,5438,5438,1.87,0.08,5404,1.86,0.0,0.5,2866,0.98,6.83,51.3,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9427,126,6.8328,0.0
449,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,70110,70110,24.09,70110,24.09,-0.52,0.69,0,8520,8520,2.93,0.14,8518,2.93,0.0,1.0,0,0.0,3.07,9.74,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.7591,193,3.0664,0.0
450,PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,17858,17858,6.14,17858,6.14,-0.31,0.36,0,5453,5453,1.87,0.08,5405,1.86,0.0,0.5,2781,0.96,6.77,50.77,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9386,117,6.7661,0.0
451,PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,291057,16454,0.0,0.1,0.1,-0.15,0.25,0,37422,37422,12.86,23227,7.98,-0.54,0.74,0,9495,9495,3.26,0.14,9494,3.26,0.0,1.0,0,0.0,2.81,8.07,right_skewed,True,True,True,True,severe,consider_log_transform,-0.15,0.25,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.7246,183,2.8135,12.86
452,PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,292,292,0.1,292,0.1,-0.05,0.05,0,292,292,0.1,0.01,289,0.1,0.0,0.0,292,0.1,52.39,3055.29,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.999,29,52.3918,0.0
453,PREV_NAME_GOODS_CATEGORY_Education_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,79,79,0.03,79,0.03,-0.03,0.03,0,79,79,0.03,0.01,79,0.03,0.0,0.0,79,0.03,83.51,7303.8,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9997,20,83.5064,0.0
454,PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,152,152,0.05,152,0.05,-0.04,0.04,0,151,151,0.05,0.01,150,0.05,0.0,0.0,152,0.05,61.03,3971.85,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9995,23,61.0284,0.0
455,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,37021,37021,12.72,37021,12.72,-0.43,0.52,0,5950,5950,2.04,0.11,5934,2.04,0.0,1.0,0,0.0,4.46,21.38,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.8728,130,4.4582,0.0
456,PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,2109,2109,0.72,2109,0.72,-0.11,0.12,0,1737,1737,0.6,0.03,1632,0.56,0.0,0.0,2109,0.72,20.9,497.92,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9928,53,20.9028,0.0
457,PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,3862,3862,1.33,3862,1.33,-0.16,0.17,0,2454,2454,0.84,0.04,2448,0.84,0.0,0.14,2742,0.94,14.75,240.35,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9867,68,14.7455,0.0
458,PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
459,PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,48,48,0.02,48,0.02,-0.01,0.01,0,48,48,0.02,0.0,48,0.02,0.0,0.0,48,0.02,175.17,36428.35,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9998,20,175.1708,0.0
460,PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,4415,4415,1.52,4415,1.52,-0.15,0.16,0,3011,3011,1.03,0.04,2640,0.91,0.0,0.17,2665,0.92,14.46,239.63,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9848,81,14.4634,0.0
461,PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,2865,2865,0.98,2865,0.98,-0.16,0.17,0,2112,2112,0.73,0.04,2108,0.72,0.0,0.0,2865,0.98,15.49,259.97,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9902,62,15.4927,0.0
462,PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,1199,1199,0.41,1199,0.41,-0.1,0.11,0,1100,1100,0.38,0.02,1067,0.37,0.0,0.0,1199,0.41,24.24,637.97,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9959,37,24.2418,0.0
463,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,291057,16454,0.0,0.25,0.25,-0.38,0.62,0,24380,24380,8.38,0,0.0,-0.65,1.0,0,0,0,0.0,0.19,17419,5.98,0.0,1.0,0,0.0,1.78,2.38,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.38,0.62,right_skewed,log1p,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5741,232,1.7779,8.38
464,PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,1849,1849,0.64,1849,0.64,-0.08,0.09,0,1619,1619,0.56,0.02,1554,0.53,0.0,0.0,1849,0.64,24.52,731.44,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9936,55,24.5202,0.0
465,PREV_NAME_GOODS_CATEGORY_Other_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,2225,2225,0.76,2225,0.76,-0.08,0.09,0,1932,1932,0.66,0.02,1864,0.64,0.0,0.0,2225,0.76,22.97,671.9,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9924,47,22.9704,0.0
466,PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,19328,19328,6.64,19328,6.64,-0.26,0.3,0,6184,6184,2.12,0.06,6160,2.12,0.0,0.5,1483,0.51,7.22,62.78,right_skewed,True,True,True,True,high,robust_scaling_or_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9336,108,7.2248,0.0
467,PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,2376,2376,0.82,2376,0.82,-0.11,0.11,0,1841,1841,0.63,0.03,1712,0.59,0.0,0.0,2376,0.82,20.62,491.33,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9918,54,20.6161,0.0
468,PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,1030,1030,0.35,1030,0.35,-0.1,0.1,0,936,936,0.32,0.02,897,0.31,0.0,0.0,1030,0.35,25.49,703.26,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9965,55,25.4925,0.0
469,PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,2586,2586,0.89,2586,0.89,-0.13,0.13,0,2051,2051,0.7,0.03,1899,0.65,0.0,0.0,2586,0.89,18.37,382.28,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9911,54,18.3698,0.0
470,PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,58,58,0.02,58,0.02,-0.02,0.02,0,58,58,0.02,0.0,58,0.02,0.0,0.0,58,0.02,125.59,18132.26,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9998,20,125.5936,0.0
471,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,291057,16454,0.0,0.73,0.73,-1.09,1.82,0,0,0,0.0,0,0.0,-0.63,1.47,0,0,0,0.0,0.32,0,0.0,0.0,1.0,0,0.0,0.09,-1.39,light_tailed,False,False,False,False,none,none_needed,-1.09,1.82,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.4,drop_or_encode,near_constant,0.3245,374,0.0896,0.0
472,PREV_NAME_GOODS_CATEGORY_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
473,PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,291057,16454,0.5,1.0,0.5,-0.25,1.75,0,0,0,0.0,0,0.0,-0.22,1.59,0,0,0,0.0,0.3,0,0.0,0.0,1.0,0,0.0,-0.6,-0.58,moderate_deviation,False,True,False,False,none,none_needed,-0.25,1.75,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0583,423,0.5979,0.0
474,PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,857,857,0.29,857,0.29,-0.05,0.05,0,821,821,0.28,0.01,804,0.28,0.0,0.0,857,0.29,39.0,1876.23,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9971,52,38.9966,0.0
475,PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,5724,5724,1.97,5724,1.97,-0.16,0.18,0,3418,3418,1.17,0.04,3383,1.16,0.0,0.2,2858,0.98,12.87,193.65,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9803,98,12.8693,0.0
476,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,291057,16454,0.0,0.5,0.5,-0.75,1.25,0,0,0,0.0,0,0.0,-0.58,1.21,0,0,0,0.0,0.29,0,0.0,0.0,1.0,0,0.0,0.62,-0.54,moderate_deviation,False,True,False,False,none,none_needed,-0.75,1.25,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.7,drop_or_encode,near_constant,0.3529,412,0.6203,0.0
477,PREV_NAME_PAYMENT_TYPE_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
478,PREV_NAME_PORTFOLIO_Cards_MEAN,291057,16454,0.0,0.12,0.12,-0.19,0.31,0,24614,24614,8.46,2468,0.85,-0.35,0.51,0,2468,2468,0.85,0.1,10350,3.56,0.0,0.5,2468,0.85,2.58,9.16,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.19,0.31,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6643,226,2.5756,8.46
479,PREV_NAME_PORTFOLIO_Cars_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,297,297,0.1,297,0.1,-0.04,0.04,0,296,296,0.1,0.01,294,0.1,0.0,0.0,297,0.1,53.49,3466.13,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.999,34,53.4946,0.0
480,PREV_NAME_PORTFOLIO_Cash_MEAN,291057,16454,0.0,0.33,0.33,-0.5,0.83,0,8298,8298,2.85,0,0.0,-0.56,0.97,0,6493,6493,2.23,0.11,14818,5.09,0.0,1.0,0,0.0,1.14,0.63,right_skewed,False,True,False,True,moderate,log_transform_or_winsorize,-0.5,0.83,right_skewed,log1p,True,False,True,True,True,True,False,True,0.7,drop_or_encode,near_constant,0.4874,414,1.1401,2.85
481,PREV_NAME_PORTFOLIO_POS_MEAN,291057,16454,0.25,1.0,0.75,-0.88,2.12,0,0,0,0.0,0,0.0,-0.48,1.61,0,0,0,0.0,0.3,0,0.0,0.0,1.0,0,0.0,-0.02,-1.37,light_tailed,False,False,False,False,none,none_needed,-0.88,2.12,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.0794,364,0.0172,0.0
482,PREV_NAME_PORTFOLIO_XNA_MEAN,291057,16454,0.0,0.29,0.29,-0.44,0.74,0,2043,2043,0.7,0,0.0,-0.45,0.75,0,1146,1146,0.39,0.14,2520,0.87,0.0,0.67,2810,0.97,1.11,0.26,right_skewed,False,True,False,True,low,investigate_individually,-0.44,0.74,right_skewed,log1p,True,False,False,True,True,True,False,True,0.7,drop_or_encode,near_constant,0.5615,390,1.1063,0.7
483,PREV_NAME_PORTFOLIO_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
484,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,291057,16454,0.5,1.0,0.5,-0.25,1.75,0,0,0,0.0,0,0.0,-0.15,1.57,0,0,0,0.0,0.25,0,0.0,0.0,1.0,0,0.0,-0.69,-0.43,moderate_deviation,False,True,False,False,none,none_needed,-0.25,1.75,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0372,421,0.6877,0.0
485,PREV_NAME_PRODUCT_TYPE_nan_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0,0,0,0.0,,0,0.0,0.0,0.0,0,0.0,,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0,1,0.0,0.0
486,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,291057,16454,0.0,0.0,0.0,0.0,0.0,0,72663,72663,24.97,72663,24.97,-0.47,0.63,0,7481,7481,2.57,0.12,7440,2.56,0.0,1.0,0,0.0,2.98,9.81,right_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.7503,333,2.9836,0.0
487,PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,291057,16454,0.0,0.36,0.36,-0.55,0.91,0,3674,3674,1.26,0,0.0,-0.53,0.94,0,3588,3588,1.23,0.12,6777,2.33,0.0,1.0,0,0.0,1.0,0.25,right_skewed,False,True,False,True,moderate,log_transform_or_winsorize,-0.55,0.91,right_skewed,log1p,True,False,False,True,True,True,False,True,0.7,drop_or_encode,near_constant,0.4802,394,1.0021,1.26
