,column,sample_size,target_type,pearson_corr_with_target,pearson_pvalue,pearson_ci_lower,pearson_ci_upper,spearman_corr_with_target,spearman_pvalue,point_biserial_corr,point_biserial_pvalue,mutual_info_score,mutual_info_normalized,eta_squared,abs_max_correlation,best_method,best_correlation,best_pvalue,correlation_direction,signal_strength,is_significant,is_strong_signal,mutual_information_numeric,nonlinear_signal_strength,signal_to_noise_flag,target_mean_by_bin_variation,monotonic_trend_with_target,bin_lift_max,correlation,information_value,predictive_level,is_predictive,n_valid_bins,unique_values,reason,max_abs_correlation,corr_score,mi_score,bin_var_score,bin_lift_score,total_score,predictive_power_band
232,FLAG_DOCUMENT_10,307511,binary,-0.0014,0.43301,-0.0049,0.0021,-0.0014,0.43301,-0.0014,0.43301,0.0001,0.0,0.0,0.0014,spearman,-0.0014,0.43301,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0014,0,0,0,0,0,very_weak
233,FLAG_DOCUMENT_11,307511,binary,-0.0042,0.01901,-0.0078,-0.0007,-0.0042,0.01901,-0.0042,0.01901,0.0001,0.0,0.0,0.0042,point_biserial,-0.0042,0.01901,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0042,0,0,0,0,0,very_weak
234,FLAG_DOCUMENT_12,307511,binary,-0.0008,0.67515,-0.0043,0.0028,-0.0008,0.67515,-0.0008,0.67515,0.0001,0.0,0.0,0.0008,spearman,-0.0008,0.67515,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0008,0,0,0,0,0,very_weak
235,FLAG_DOCUMENT_13,307511,binary,-0.0116,0.0,-0.0151,-0.008,-0.0116,0.0,-0.0116,0.0,0.0002,0.0001,0.0001,0.0116,spearman,-0.0116,0.0,negative,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0116,0,0,0,0,0,very_weak
236,FLAG_DOCUMENT_14,307511,binary,-0.0095,0.0,-0.013,-0.0059,-0.0095,0.0,-0.0095,0.0,0.0002,0.0001,0.0001,0.0095,point_biserial,-0.0095,0.0,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0095,0,0,0,0,0,very_weak
237,FLAG_DOCUMENT_15,307511,binary,-0.0065,0.00029,-0.0101,-0.003,-0.0065,0.00029,-0.0065,0.00029,0.0001,0.0,0.0,0.0065,point_biserial,-0.0065,0.00029,none,negligible,True,False,0.000544,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0065,0,0,0,0,0,very_weak
238,FLAG_DOCUMENT_16,307511,binary,-0.0116,0.0,-0.0151,-0.0081,-0.0116,0.0,-0.0116,0.0,0.0002,0.0001,0.0001,0.0116,pearson,-0.0116,0.0,negative,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0116,0,0,0,0,0,very_weak
239,FLAG_DOCUMENT_17,307511,binary,-0.0034,0.061071,-0.0069,0.0002,-0.0034,0.061071,-0.0034,0.061071,0.0001,0.0,0.0,0.0034,pearson,-0.0034,0.061071,none,negligible,False,False,0.000425,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0034,0,0,0,0,0,very_weak
240,FLAG_DOCUMENT_18,307511,binary,-0.008,1e-05,-0.0115,-0.0044,-0.008,1e-05,-0.008,1e-05,0.0001,0.0,0.0001,0.008,spearman,-0.008,1e-05,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.008,0,0,0,0,0,very_weak
241,FLAG_DOCUMENT_19,307511,binary,-0.0014,0.451575,-0.0049,0.0022,-0.0014,0.451575,-0.0014,0.451575,0.0001,0.0,0.0,0.0014,spearman,-0.0014,0.451575,none,negligible,False,False,0.00025,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0014,0,0,0,0,0,very_weak
242,FLAG_DOCUMENT_2,307511,binary,0.0054,0.002664,0.0019,0.009,0.0054,0.002664,0.0054,0.002664,0.0001,0.0,0.0,0.0054,spearman,0.0054,0.002664,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0054,0,0,0,0,0,very_weak
243,FLAG_DOCUMENT_20,307511,binary,0.0002,0.904924,-0.0033,0.0037,0.0002,0.904924,0.0002,0.904924,0.0,0.0,0.0,0.0002,spearman,0.0002,0.904924,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0002,0,0,0,0,0,very_weak
244,FLAG_DOCUMENT_21,307511,binary,0.0037,0.039728,0.0002,0.0072,0.0037,0.039728,0.0037,0.039728,0.0001,0.0,0.0,0.0037,point_biserial,0.0037,0.039728,none,negligible,True,False,0.000383,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0037,0,0,0,0,0,very_weak
245,FLAG_DOCUMENT_3,307511,binary,0.0443,0.0,0.0408,0.0479,0.0443,0.0,0.0443,0.0,0.0562,0.0281,0.002,0.0443,pearson,0.0443,0.0,positive,negligible,True,False,0.055924,strong,True,,False,,,,none,False,0,0,insufficient_data,0.0443,0,3,0,0,3,weak
246,FLAG_DOCUMENT_4,307511,binary,-0.0027,0.138403,-0.0062,0.0009,-0.0027,0.138403,-0.0027,0.138403,0.0001,0.0,0.0,0.0027,spearman,-0.0027,0.138403,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0027,0,0,0,0,0,very_weak
247,FLAG_DOCUMENT_5,307511,binary,-0.0003,0.860994,-0.0039,0.0032,-0.0003,0.860994,-0.0003,0.860994,0.0002,0.0001,0.0,0.0003,pearson,-0.0003,0.860994,none,negligible,False,False,0.00085,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0003,0,0,0,0,0,very_weak
248,FLAG_DOCUMENT_6,307511,binary,-0.0286,0.0,-0.0321,-0.0251,-0.0286,0.0,-0.0286,0.0,0.0018,0.0009,0.0008,0.0286,point_biserial,-0.0286,0.0,negative,negligible,True,False,0.000961,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0286,0,0,0,0,0,very_weak
249,FLAG_DOCUMENT_7,307511,binary,-0.0015,0.399442,-0.0051,0.002,-0.0015,0.399442,-0.0015,0.399442,0.0001,0.0,0.0,0.0015,pearson,-0.0015,0.399442,none,negligible,False,False,0.00031,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0015,0,0,0,0,0,very_weak
250,FLAG_DOCUMENT_8,307511,binary,-0.008,8e-06,-0.0116,-0.0045,-0.008,8e-06,-0.008,8e-06,0.001,0.0005,0.0001,0.008,point_biserial,-0.008,8e-06,none,negligible,True,False,0.001678,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.008,0,0,0,0,0,very_weak
251,FLAG_DOCUMENT_9,307511,binary,-0.0044,0.015797,-0.0079,-0.0008,-0.0044,0.015797,-0.0044,0.015797,0.0001,0.0,0.0,0.0044,pearson,-0.0044,0.015797,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0044,0,0,0,0,0,very_weak
252,FLAG_EMAIL,307511,binary,-0.0018,0.329518,-0.0053,0.0018,-0.0018,0.329518,-0.0018,0.329518,0.0012,0.0006,0.0,0.0018,point_biserial,-0.0018,0.329518,none,negligible,False,False,0.000836,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0018,0,0,0,0,0,very_weak
253,FLAG_EMP_PHONE,307511,binary,0.046,0.0,0.0425,0.0495,0.046,0.0,0.046,0.0,0.0555,0.0277,0.0021,0.046,point_biserial,0.046,0.0,positive,negligible,True,False,0.05433,strong,True,,False,,,,none,False,0,0,insufficient_data,0.046,0,3,0,0,3,weak
254,FLAG_MOBIL,307511,binary,0.0005,0.76697,-0.003,0.0041,0.0005,0.76697,0.0005,0.76697,0.0801,0.04,0.0,0.0005,spearman,0.0005,0.76697,none,negligible,False,False,0.080361,strong,True,,False,,,,none,False,0,0,insufficient_data,0.0005,0,3,0,0,3,weak
255,FLAG_PHONE,307511,binary,-0.0238,0.0,-0.0273,-0.0203,-0.0238,0.0,-0.0238,0.0,0.0136,0.0068,0.0006,0.0238,pearson,-0.0238,0.0,negative,negligible,True,False,0.012935,weak,True,,False,,,,none,False,0,0,insufficient_data,0.0238,0,1,0,0,1,very_weak
256,FLAG_WORK_PHONE,307511,binary,0.0285,0.0,0.025,0.0321,0.0285,0.0,0.0285,0.0,0.0073,0.0037,0.0008,0.0285,point_biserial,0.0285,0.0,positive,negligible,True,False,0.006743,weak,True,,False,,,,none,False,0,0,insufficient_data,0.0285,0,1,0,0,1,very_weak
257,FLOORSMAX_AVG,154491,binary,-0.044,0.0,-0.049,-0.039,-0.0462,0.0,-0.044,0.0,0.0081,0.004,0.0019,0.0462,spearman,-0.0462,0.0,negative,negligible,True,False,0.023418,moderate,True,0.0435,True,1.1433,-0.0462,0.0338,weak,False,6,403,,0.0462,0,2,1,0,3,weak
258,FLOORSMAX_MEDI,154491,binary,-0.0438,0.0,-0.0487,-0.0388,-0.046,0.0,-0.0438,0.0,0.0087,0.0043,0.0019,0.046,spearman,-0.046,0.0,negative,negligible,True,False,0.025319,moderate,True,0.0434,True,1.1405,-0.046,0.0336,weak,False,6,49,,0.046,0,2,1,0,3,weak
259,FLOORSMAX_MODE,154491,binary,-0.0432,0.0,-0.0482,-0.0382,-0.0454,0.0,-0.0432,0.0,0.009,0.0045,0.0019,0.0454,spearman,-0.0454,0.0,negative,negligible,True,False,0.024883,moderate,True,0.0433,True,1.1339,-0.0454,0.033,weak,False,6,25,,0.0454,0,2,1,0,3,weak
260,FLOORSMIN_AVG,98869,binary,-0.0336,0.0,-0.0398,-0.0274,-0.0321,0.0,-0.0336,0.0,0.0046,0.0023,0.0011,0.0336,pearson,-0.0336,0.0,negative,negligible,True,False,0.046346,moderate,True,0.0365,True,1.0592,-0.0321,0.0257,weak,False,7,305,,0.0336,0,2,1,0,3,weak
261,FLOORSMIN_MEDI,98869,binary,-0.0334,0.0,-0.0396,-0.0272,-0.0319,0.0,-0.0334,0.0,0.0043,0.0021,0.0011,0.0334,pearson,-0.0334,0.0,negative,negligible,True,False,0.047223,moderate,True,0.0398,True,1.0759,-0.0319,0.0276,weak,False,7,47,,0.0334,0,2,1,0,3,weak
262,FLOORSMIN_MODE,98869,binary,-0.0327,0.0,-0.0389,-0.0265,-0.0308,0.0,-0.0327,0.0,0.0053,0.0027,0.0011,0.0327,pearson,-0.0327,0.0,negative,negligible,True,False,0.046745,moderate,True,0.0432,True,1.1065,-0.0308,0.025,weak,False,7,25,,0.0327,0,2,1,0,3,weak
263,HOUR_APPR_PROCESS_START,307511,binary,-0.0242,0.0,-0.0277,-0.0206,-0.0229,0.0,-0.0242,0.0,0.0051,0.0025,0.0006,0.0242,point_biserial,-0.0242,0.0,negative,negligible,True,False,0.005274,weak,True,0.0298,True,1.2037,-0.0229,0.0098,very_weak,False,10,24,,0.0242,0,1,0,0,1,very_weak
264,INS_AMT_INSTALMENT_MAX,291643,binary,0.0023,0.209444,-0.0013,0.006,-0.0209,0.0,0.0023,0.209444,0.0021,0.0011,0.0,0.0209,spearman,-0.0209,0.0,negative,negligible,True,False,0.002449,negligible,False,0.0471,True,1.4096,-0.0209,0.0319,weak,False,10,236626,,0.0209,0,0,1,1,2,weak
265,INS_AMT_INSTALMENT_MEAN,291643,binary,-0.0184,0.0,-0.022,-0.0148,-0.034,0.0,-0.0184,0.0,0.0008,0.0004,0.0003,0.034,spearman,-0.034,0.0,negative,negligible,True,False,0.001256,negligible,False,0.0345,True,1.3179,-0.034,0.0182,very_weak,False,10,288020,,0.034,0,0,1,1,2,weak
266,INS_AMT_INSTALMENT_SUM,291643,binary,-0.0198,0.0,-0.0234,-0.0162,-0.0371,0.0,-0.0198,0.0,0.002,0.001,0.0004,0.0371,spearman,-0.0371,0.0,negative,negligible,True,False,0.002071,negligible,False,0.0391,True,1.3744,-0.0371,0.023,weak,False,10,287801,,0.0371,0,0,1,1,2,weak
267,INS_AMT_PAYMENT_MAX,291635,binary,0.0016,0.401286,-0.0021,0.0052,-0.0215,0.0,0.0016,0.401286,0.0022,0.0011,0.0,0.0215,spearman,-0.0215,0.0,negative,negligible,True,False,0.002257,negligible,False,0.0477,True,1.4106,-0.0215,0.0318,weak,False,10,229572,,0.0215,0,0,1,1,2,weak
268,INS_AMT_PAYMENT_MEAN,291635,binary,-0.0232,0.0,-0.0268,-0.0195,-0.0413,0.0,-0.0232,0.0,0.0004,0.0002,0.0005,0.0413,spearman,-0.0413,0.0,negative,negligible,True,False,0.00065,negligible,False,0.0416,True,1.3736,-0.0413,0.0259,weak,False,10,288396,,0.0413,0,0,1,1,2,weak
269,INS_AMT_PAYMENT_MIN,291635,binary,-0.0257,0.0,-0.0294,-0.0221,-0.0528,0.0,-0.0257,0.0,0.0021,0.001,0.0007,0.0528,spearman,-0.0528,0.0,negative,negligible,True,False,0.002296,negligible,False,0.0468,True,1.2849,-0.0528,0.0407,weak,False,10,134230,,0.0528,1,0,1,0,2,weak
270,INS_AMT_PAYMENT_SUM,291643,binary,-0.0244,0.0,-0.028,-0.0207,-0.0424,0.0,-0.0244,0.0,0.0007,0.0004,0.0006,0.0424,spearman,-0.0424,0.0,negative,negligible,True,False,0.001048,negligible,False,0.0423,True,1.4114,-0.0424,0.0292,weak,False,10,287364,,0.0424,0,0,1,1,2,weak
271,INS_DAYS_ENTRY_PAYMENT_MAX,291635,binary,-0.0023,0.214555,-0.0059,0.0013,0.009,1e-06,-0.0023,0.214555,0.0009,0.0005,0.0,0.009,spearman,0.009,1e-06,none,negligible,True,False,0.000368,negligible,False,0.031,True,1.24,0.009,0.0129,very_weak,False,10,2937,,0.009,0,0,1,0,1,very_weak
272,INS_DAYS_ENTRY_PAYMENT_MEAN,291635,binary,0.044,0.0,0.0404,0.0476,0.0528,0.0,0.044,0.0,0.0014,0.0007,0.0019,0.0528,spearman,0.0528,0.0,positive,negligible,True,False,0.001807,negligible,False,0.0532,True,1.4276,0.0528,0.0445,weak,True,10,212229,,0.0528,1,0,1,1,3,weak
273,INS_DAYS_ENTRY_PAYMENT_MIN,291635,binary,0.0588,0.0,0.0552,0.0624,0.0591,0.0,0.0588,0.0,0.0018,0.0009,0.0035,0.0591,spearman,0.0591,0.0,positive,negligible,True,False,0.002586,negligible,False,0.0479,True,1.3052,0.0591,0.0471,weak,False,10,3035,,0.0591,1,0,1,1,3,weak
274,INS_DAYS_INSTALMENT_MAX,291643,binary,-0.0032,0.081039,-0.0069,0.0004,0.002,0.271722,-0.0032,0.081039,0.0003,0.0002,0.0,0.0032,pearson,-0.0032,0.081039,none,negligible,False,False,0.0,negligible,False,0.0158,True,1.0814,0.002,0.0034,very_weak,False,10,2918,,0.0032,0,0,0,0,0,very_weak
275,INS_DAYS_INSTALMENT_MEAN,291643,binary,0.0435,0.0,0.0399,0.0471,0.0521,0.0,0.0435,0.0,0.0029,0.0014,0.0019,0.0521,spearman,0.0521,0.0,positive,negligible,True,False,0.003129,negligible,False,0.0523,True,1.4135,0.0521,0.0434,weak,True,10,183580,,0.0521,1,0,1,1,3,weak
276,INS_DAYS_INSTALMENT_MIN,291643,binary,0.0586,0.0,0.055,0.0623,0.0589,0.0,0.0586,0.0,0.0012,0.0006,0.0034,0.0589,spearman,0.0589,0.0,positive,negligible,True,False,0.002141,negligible,False,0.0473,True,1.3027,0.0589,0.0468,weak,False,10,2920,,0.0589,1,0,1,1,3,weak
277,INS_DBD_MAX,291635,binary,-0.0071,0.000136,-0.0107,-0.0034,-0.0071,0.000127,-0.0071,0.000136,0.0021,0.001,0.0,0.0071,spearman,-0.0071,0.000127,none,negligible,True,False,0.001205,negligible,False,0.0172,True,1.1042,-0.0071,0.0046,very_weak,False,10,422,,0.0071,0,0,0,0,0,very_weak
278,INS_DBD_MEAN,291635,binary,-0.0211,0.0,-0.0247,-0.0175,-0.0315,0.0,-0.0211,0.0,0.0001,0.0001,0.0004,0.0315,spearman,-0.0315,0.0,negative,negligible,True,False,0.001668,negligible,False,0.0312,True,1.2255,-0.0315,0.0146,very_weak,False,10,57205,,0.0315,0,0,1,0,1,very_weak
279,INS_DBD_SUM,291643,binary,-0.033,0.0,-0.0366,-0.0293,-0.0423,0.0,-0.033,0.0,0.0018,0.0009,0.0011,0.0423,spearman,-0.0423,0.0,negative,negligible,True,False,0.001079,negligible,False,0.0344,True,1.2183,-0.0423,0.0246,weak,False,10,3224,,0.0423,0,0,1,0,1,very_weak
280,INS_DPD_MAX,291635,binary,0.0038,0.038065,0.0002,0.0075,0.0502,0.0,0.0038,0.038065,0.0012,0.0006,0.0,0.0502,spearman,0.0502,0.0,positive,negligible,True,False,0.001339,negligible,False,0.0324,True,1.2614,0.0502,0.0325,weak,False,6,1642,,0.0502,1,0,1,0,2,weak
281,INS_DPD_MEAN,291635,binary,0.0089,1e-06,0.0053,0.0126,0.0594,0.0,0.0089,1e-06,0.0022,0.0011,0.0001,0.0594,spearman,0.0594,0.0,positive,negligible,True,False,0.002759,negligible,False,0.048,True,1.4336,0.0594,0.0475,weak,False,6,23566,,0.0594,1,0,1,1,3,weak
282,INS_DPD_SUM,291643,binary,0.0065,0.000406,0.0029,0.0102,0.0493,0.0,0.0065,0.000406,0.0012,0.0006,0.0,0.0493,spearman,0.0493,0.0,positive,negligible,True,False,0.001188,negligible,False,0.0331,True,1.2631,0.0493,0.0326,weak,False,6,2077,,0.0493,0,0,1,0,1,very_weak
283,INS_LAST365_AMT_PAYMENT_MEAN,217478,binary,-0.0132,0.0,-0.0174,-0.009,-0.0433,0.0,-0.0132,0.0,0.0018,0.0009,0.0002,0.0433,spearman,-0.0433,0.0,negative,negligible,True,False,0.002976,negligible,False,0.0392,True,1.3305,-0.0433,0.0294,weak,False,10,205538,,0.0433,0,0,1,1,2,weak
284,INS_LAST365_AMT_PAYMENT_SUM,217508,binary,-0.0146,0.0,-0.0188,-0.0104,-0.0168,0.0,-0.0146,0.0,0.0004,0.0002,0.0002,0.0168,spearman,-0.0168,0.0,negative,negligible,True,False,0.001655,negligible,False,0.0178,True,1.1532,-0.0168,0.0058,very_weak,False,10,205801,,0.0168,0,0,0,0,0,very_weak
285,INS_LAST365_DPD_MAX,217478,binary,0.0718,0.0,0.0676,0.076,0.0931,0.0,0.0718,0.0,0.0057,0.0029,0.0052,0.0931,spearman,0.0931,0.0,positive,negligible,True,False,0.002993,negligible,False,0.0831,True,1.9007,0.0931,0.0944,weak,True,3,192,,0.0931,1,0,2,1,4,moderate
286,INS_LAST365_DPD_MEAN,217478,binary,0.061,0.0,0.0569,0.0652,0.0921,0.0,0.061,0.0,0.0056,0.0028,0.0037,0.0921,spearman,0.0921,0.0,positive,negligible,True,False,0.001777,negligible,False,0.0761,True,1.8118,0.0921,0.0884,weak,True,3,2884,,0.0921,1,0,1,1,3,weak
287,INS_LAST365_DPD_SUM,217508,binary,0.0427,0.0,0.0385,0.0468,0.092,0.0,0.0427,0.0,0.005,0.0025,0.0018,0.092,spearman,0.092,0.0,positive,negligible,True,False,0.002168,negligible,False,0.0767,True,1.8243,0.092,0.0877,weak,True,3,410,,0.092,1,0,1,1,3,weak
288,INS_LAST365_LATE_PAYMENT_FLAG_MEAN,217508,binary,0.0824,0.0,0.0782,0.0865,0.0884,0.0,0.0824,0.0,0.0048,0.0024,0.0068,0.0884,spearman,0.0884,0.0,positive,negligible,True,False,0.003477,negligible,False,0.0641,True,1.6703,0.0884,0.0767,weak,True,3,659,,0.0884,1,0,1,1,3,weak
289,INS_LAST365_LATE_PAYMENT_FLAG_SUM,217508,binary,0.0752,0.0,0.071,0.0794,0.0887,0.0,0.0752,0.0,0.0044,0.0022,0.0057,0.0887,spearman,0.0887,0.0,positive,negligible,True,False,0.003087,negligible,False,0.0647,True,1.693,0.0887,0.0704,weak,True,3,54,,0.0887,1,0,1,1,3,weak
290,INS_LAST365_PAY_DIFF_MEAN,217478,binary,0.0265,0.0,0.0223,0.0307,0.0746,0.0,0.0265,0.0,0.0033,0.0016,0.0007,0.0746,spearman,0.0746,0.0,positive,negligible,True,False,0.001875,negligible,False,0.0558,True,1.5692,0.0746,0.0711,weak,True,4,57326,,0.0746,1,0,1,1,3,weak
291,INS_LAST365_PAY_DIFF_SUM,217508,binary,0.0312,0.0,0.027,0.0354,0.0741,0.0,0.0312,0.0,0.0041,0.0021,0.001,0.0741,spearman,0.0741,0.0,positive,negligible,True,False,0.002266,negligible,False,0.0583,True,1.6009,0.0741,0.0713,weak,True,4,51840,,0.0741,1,0,1,1,3,weak
292,INS_LAST365_PAY_PERC_MAX,217478,binary,-0.0006,0.786078,-0.0048,0.0036,-0.0284,0.0,-0.0006,0.786078,0.0008,0.0004,0.0,0.0284,spearman,-0.0284,0.0,negative,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0284,0,0,0,0,0,very_weak
293,INS_LAST365_PAY_PERC_MEAN,217478,binary,-0.0014,0.522301,-0.0056,0.0028,-0.0768,0.0,-0.0014,0.522301,0.0042,0.0021,0.0,0.0768,spearman,-0.0768,0.0,negative,negligible,True,False,0.003235,negligible,False,0.0741,True,1.6427,-0.0768,0.0497,weak,True,3,23437,,0.0768,1,0,1,1,3,weak
294,INS_LATE_PAYMENT_FLAG_MEAN,291643,binary,0.07,0.0,0.0664,0.0736,0.0643,0.0,0.07,0.0,0.0029,0.0015,0.0049,0.07,pearson,0.07,0.0,positive,negligible,True,False,0.003416,negligible,False,0.0586,True,1.5598,0.0643,0.0596,weak,True,6,4972,,0.07,1,0,1,1,3,weak
295,INS_LATE_PAYMENT_FLAG_SUM,291643,binary,0.0304,0.0,0.0268,0.0341,0.0483,0.0,0.0304,0.0,0.0024,0.0012,0.0009,0.0483,spearman,0.0483,0.0,positive,negligible,True,False,0.001177,negligible,False,0.0291,True,1.2499,0.0483,0.0264,weak,False,6,102,,0.0483,0,0,0,0,0,very_weak
296,INS_NUM_INSTALMENT_VERSION_NUNIQUE,291643,binary,-0.0103,0.0,-0.0139,-0.0066,0.0004,0.828204,-0.0103,0.0,0.0175,0.0088,0.0001,0.0103,pearson,-0.0103,0.0,negative,negligible,True,False,0.01857,weak,True,0.022,True,1.1435,0.0004,0.0058,very_weak,False,4,49,,0.0103,0,1,0,0,1,very_weak
297,INS_PAY_DIFF_MAX,291635,binary,0.0191,0.0,0.0155,0.0228,0.0424,0.0,0.0191,0.0,0.001,0.0005,0.0004,0.0424,spearman,0.0424,0.0,positive,negligible,True,False,0.001467,negligible,False,0.0268,True,1.2118,0.0424,0.0275,weak,False,6,103609,,0.0424,0,0,0,0,0,very_weak
298,INS_PAY_DIFF_MEAN,291635,binary,0.0293,0.0,0.0257,0.033,0.0559,0.0,0.0293,0.0,0.002,0.001,0.0009,0.0559,spearman,0.0559,0.0,positive,negligible,True,False,0.001857,negligible,False,0.053,True,1.4127,0.0559,0.0424,weak,True,6,137929,,0.0559,1,0,1,1,3,weak
299,INS_PAY_DIFF_SUM,291643,binary,0.0273,0.0,0.0237,0.031,0.0494,0.0,0.0273,0.0,0.0025,0.0012,0.0007,0.0494,spearman,0.0494,0.0,positive,negligible,True,False,0.002494,negligible,False,0.0408,True,1.2427,0.0494,0.035,weak,False,6,127986,,0.0494,0,0,1,0,1,very_weak
300,INS_PAY_DIFF_VAR,290947,binary,-0.0097,0.0,-0.0133,-0.0061,0.0244,0.0,-0.0097,0.0,0.0016,0.0008,0.0001,0.0244,spearman,0.0244,0.0,positive,negligible,True,False,0.00201,negligible,False,0.0274,False,1.2508,0.0244,0.0185,very_weak,False,5,144095,,0.0244,0,0,0,0,0,very_weak
301,INS_PAY_PERC_MAX,291632,binary,0.0007,0.702994,-0.0029,0.0043,-0.0223,0.0,0.0007,0.702994,0.0005,0.0002,0.0,0.0223,spearman,-0.0223,0.0,negative,negligible,True,False,0.0,negligible,False,0.0242,True,1.044,-0.0223,0.008,very_weak,False,3,36091,,0.0223,0,0,0,0,0,very_weak
302,INS_PAY_PERC_MEAN,291632,binary,0.0014,0.460865,-0.0023,0.005,-0.0582,0.0,0.0014,0.460865,0.0033,0.0017,0.0,0.0582,spearman,-0.0582,0.0,negative,negligible,True,False,0.003151,negligible,False,0.0608,True,1.5186,-0.0582,0.0491,weak,True,6,42700,,0.0582,1,0,1,1,3,weak
303,INS_PAY_PERC_VAR,290944,binary,0.0003,0.878497,-0.0034,0.0039,0.0296,0.0,0.0003,0.878497,0.0023,0.0012,0.0,0.0296,spearman,0.0296,0.0,positive,negligible,True,False,0.001641,negligible,False,0.0431,True,1.3782,0.0296,0.0326,weak,False,5,143641,,0.0296,0,0,1,1,2,weak
304,INS_SK_ID_PREV_NUNIQUE,291643,binary,-0.0327,0.0,-0.0364,-0.0291,-0.0377,0.0,-0.0327,0.0,0.0069,0.0035,0.0011,0.0377,spearman,-0.0377,0.0,negative,negligible,True,False,0.010972,weak,True,0.0229,True,1.122,-0.0377,0.0169,very_weak,False,5,25,,0.0377,0,1,0,0,1,very_weak
305,INS_UNDERPAY_FLAG_MEAN,291643,binary,0.0626,0.0,0.059,0.0662,0.0571,0.0,0.0626,0.0,0.0022,0.0011,0.0039,0.0626,pearson,0.0626,0.0,positive,negligible,True,False,0.002036,negligible,False,0.0513,True,1.511,0.0571,0.0462,weak,True,5,4892,,0.0626,1,0,1,1,3,weak
306,INS_UNDERPAY_FLAG_SUM,291643,binary,0.0283,0.0,0.0247,0.0319,0.046,0.0,0.0283,0.0,0.0018,0.0009,0.0008,0.046,spearman,0.046,0.0,positive,negligible,True,False,0.001926,negligible,False,0.0274,True,1.2658,0.046,0.0206,weak,False,4,126,,0.046,0,0,0,0,0,very_weak
307,LANDAREA_AVG,124921,binary,-0.0109,0.000119,-0.0164,-0.0053,-0.0137,1e-06,-0.0109,0.000119,0.0001,0.0001,0.0001,0.0137,spearman,-0.0137,1e-06,negative,negligible,True,False,0.014084,weak,True,0.0152,True,0.9474,-0.0137,0.0052,very_weak,False,9,3527,,0.0137,0,1,0,0,1,very_weak
308,LANDAREA_MEDI,124921,binary,-0.0113,6.9e-05,-0.0168,-0.0057,-0.0134,2e-06,-0.0113,6.9e-05,0.0009,0.0005,0.0001,0.0134,spearman,-0.0134,2e-06,negative,negligible,True,False,0.014125,weak,True,0.0152,True,0.9462,-0.0134,0.0052,very_weak,False,9,3560,,0.0134,0,1,0,0,1,very_weak
309,LANDAREA_MODE,124921,binary,-0.0102,0.000323,-0.0157,-0.0046,-0.0116,4.1e-05,-0.0102,0.000323,0.0012,0.0006,0.0001,0.0116,spearman,-0.0116,4.1e-05,negative,negligible,True,False,0.015521,weak,True,0.0155,True,0.9491,-0.0116,0.0051,very_weak,False,9,3563,,0.0116,0,1,0,0,1,very_weak
310,LIVE_CITY_NOT_WORK_CITY,307511,binary,0.0325,0.0,0.029,0.036,0.0325,0.0,0.0325,0.0,0.0057,0.0029,0.0011,0.0325,pearson,0.0325,0.0,positive,negligible,True,False,0.005754,weak,True,,False,,,,none,False,0,0,insufficient_data,0.0325,0,1,0,0,1,very_weak
311,LIVE_REGION_NOT_WORK_REGION,307511,binary,0.0028,0.117935,-0.0007,0.0064,0.0028,0.117935,0.0028,0.117935,0.0005,0.0003,0.0,0.0028,pearson,0.0028,0.117935,none,negligible,False,False,6.5e-05,negligible,False,,False,,,,none,False,0,0,insufficient_data,0.0028,0,0,0,0,0,very_weak
312,LIVINGAPARTMENTS_AVG,97312,binary,-0.025,0.0,-0.0313,-0.0188,-0.0312,0.0,-0.025,0.0,0.0004,0.0002,0.0006,0.0312,spearman,-0.0312,0.0,negative,negligible,True,False,0.02672,moderate,True,0.0288,True,1.0739,-0.0312,0.0168,very_weak,False,10,1868,,0.0312,0,2,0,0,2,weak
